doc_id;twitter_username;twitter_available;twitter_created_at;twitter_full_text;twitter_retweet_count;twitter_favorite_count;twitter_followers_count;twitter_location;twitter_word_count;twitter_year;twitter_month;twitter_week;twitter_time_index_month;twitter_time_index_week;twitter_emojis;twitter_hashtags;twitter_tags;label;topic
CarenLay15711279601;CarenLay;TRUE;2019-10-15T08:26:00Z;Nur 43 rechtsextreme Gefaehrder? Diese Zahl scheint angesichts von Hass und Gewalt, die viele taeglich (nicht nur im Netz) zu spueren kriegen, viel zu klein. Verfassungsschutz und BKA machen ihre Arbeit gegen Rechtsextremismus und Rechtsterrorismus nicht.;18;44;9763;"";37;2019;10;42;26;110;;#Verfassungsschutz|#BKA|#Rechtsextremismus|#Rechtsterrorismus;;negative;Verfassungsschutz
CarenLay15749355601;CarenLay;TRUE;2019-11-28T10:06:00Z;Die Gelder fuer den Sozialen Wohnungsbau werden fuer 2020 um 500 Mio gekuerzt! Das hat die Gro Ko gerade im Bundestag beschlossen. Der Niedergang des ist damit besiegelt. Eine beschaemende Entscheidung, ein trauriger Tag fuer Mieter*innen!;126;231;9763;"";38;2019;11;48;27;116;;#SozialenWohnungsbau|#GroKo|#Bundestag;@SozialenWohnungsbaus|@Linksfraktion;negative;Wohnungsbau
CarenLay15803770201;CarenLay;TRUE;2020-01-30T09:37:00Z;Es geht in der Tat darum bezahlbaren Wohnraum zu schaffen, fuer die vielen Menschen, die ihre Miete kaum noch zahlen koennen. Es geht nicht darum jede Anlageerwartung zu erfuellen - zumal die Erwartungen der Erloese durch Vermietung bei vielen extrem gestiegen sind.;0;0;9763;"";44;2020;1;5;29;126;;;@HausGrundBerlin|@HausGrund|@phoenix_de;negative;Wohnungsbau
CarenLay15809827201;CarenLay;TRUE;2020-02-06T09:52:00Z;Jetzt gilt: Alle zusammen gegen den Faschismus! Kemmerich muss in zuruecktreten! Kemmerich Ruecktritt Thueringen Neuwahlen;5;61;9763;"";15;2020;2;6;30;127;;#Kemmerich|#KemmerichRuecktritt|#Thueringen|#Neuwahlen;;negative;Thueringen
CarenLay15814961401;CarenLay;TRUE;2020-02-12T08:29:00Z;Die Regierung ist gut beraten, auf die Expertinnen und Experten zu hoeren. Die Stellungnahmen der Sachverstaendigen und alle Infos zur heutigen oeffentlichen Sitzung des Bauausschusses finden sich hier:;1;3;9763;"";29;2020;2;7;30;128;;;;positive;Wohnungsbau
CarenLay15847160401;CarenLay;TRUE;2020-03-20T14:54:00Z;Moegen die anderen Bezirke von Berlin, moege die gesamte Republik bitte diesem Beispiel folgen: Zwangsraeumungen und Stromsperren stoppen! Coronakrise;15;57;9763;"";20;2020;3;12;31;133;;#Berlin|#Zwangsraeumungen|#Stromsperren|#Coronakrise;;negative;Wohnungsbau
CarenLay15917236801;CarenLay;TRUE;2020-06-09T17:28:00Z;In Dresden werden 1.300 Wohnungen zweckentfremdet. Das treibt die Mietpreisspirale weiter an und macht Wohnen immer unbezahlbarer. Sachsen braucht endlich ein Zweckentfremdungsverbot, wie es schon lange fordert.;11;38;9763;"";29;2020;6;24;34;145;;#Dresden|#Zweckentfremdungsverbot;@linke_sachsen;negative;Wohnungsbau
CarenLay15922269001;CarenLay;TRUE;2020-06-15T13:15:00Z;In einer Unterkunft fuer Gefluechtete in Hoyerswerda gibt es den ersten Fall von COVID19. Empfehlungen des wurden zu lange ignoriert. Sammelunterkuenfte sind zu evakuieren, zugunsten von Kleingruppen-Unterbringung und Schutz von Risikogruppen!;2;8;9763;"";33;2020;6;24;34;145;;#Hoyerswerda|#COVID19|#Sammelunterkuenfte;@rki_de;negative;Coronamassnahmen
CarenLay15923247601;CarenLay;TRUE;2020-06-16T16:26:00Z;Unfassbar: Zuerst unterstuetzen die Partnerschaften Fuer Demokratie eine zu Recht umstrittene Veranstaltung mit Steimle und Lengsfeld, dann haelt unser OB dort auch noch ein Grusswort?! So wird es leider wieder nichts mit der Bekaempfung des Rechtsextremismus in Bauzen;34;103;9763;"";38;2020;6;25;34;146;;#PartnerschaftenFuerDemokratie|#Steimle|#Lengsfeld|#Rechtsextremismus|#Bauzen;;negative;Rechtsextremismus
CarenLay15928113001;CarenLay;TRUE;2020-06-22T07:35:00Z;Ich bin gespannt, ob der rechte Terror gegen Migrant*innen die gleiche Aufmerksamkeit bekommt, wie die Ausschreitungen gegen Polizeikontrollen in Stuttgart?;17;49;9763;"";22;2020;6;25;34;146;;#Stuttgart;;negative;Zuwanderung
CarenLay16025642401;CarenLay;TRUE;2020-10-13T04:44:00Z;Sehr gut! Fuer mehr Genderwahnsinn! Make more gendertrouble bis die Herren der Schoepfung erkannt haben, dass sie nicht alleine auf der Welt sind! Auch der Herr Seehofer. Jetzt nicht zurueckrudern!;6;32;9763;"";31;2020;10;42;38;163;;#Genderwahnsinn|#gendertrouble|#Seehofer;;negative;Genderdebatte
CarenLay16057161001;CarenLay;TRUE;2020-11-18T16:15:00Z;Weiter auf Automobilitaet zu setzen, Autokonzerne mit Milliarden zu foerdern und fuer Autobahnen Waelder abzuholzen ist anachronistisch, unverantwortlich und zerstoert die Hoffnung auf eine Zukunft. Autogipfel Dannibleibt Foto: Andreas Arnold/dpa;9;33;9763;"";34;2020;11;47;39;168;;#Autogipfel|#Dannibleibt;@keinea49|@A100stoppen;negative;Automobilindustrie
CarenLay16061164201;CarenLay;TRUE;2020-11-23T07:27:00Z;Wer sich keine Eigentumswohnung leisten kann, wird verdraengt an den Stadtrand. Das ist hoechst unsozial! Mieter*innen brauchen endlich ein Umwandlungsverbot ihrer Miet- in Eigentumswohnungen! Mein Statement im;7;52;9763;"";30;2020;11;47;39;168;;#Mieter|#Umwandlungsverbot|#Miet|#Eigentumswohnungen;@ARD_BaB:;negative;Wohnungsbau
ChrisKuehn_mdb15547222201;ChrisKuehn_mdb;TRUE;2019-04-08T11:17:00Z;erklaert die Wohnungskrise auf einem bodenlos niedrigen Niveau. Kein Wort zur Spekulation mit Boden und Wohnraum. Kein Wort zur Umwandlung von Mietwohnungen. Kein Wort zum Niedergang des sozialen Wohnungsbau - peinlich und unterkomplex! Mietenwahnsinn;0;8;3237;"";35;2019;4;15;20;83;;#Mietenwahnsinn;@c_lindner|@c_lindner;negative;Wohnungsbau
ChrisKuehn_mdb15584224201;ChrisKuehn_mdb;TRUE;2019-05-21T07:07:00Z;Wer letztlich nach CCS ruft, will das fossile Zeitalter verlaengern, auf Kosten des Klimas und der Umwelt. CCS ist eine Nebelkerze und ein Irrweg! Alternative ist doch klar - schnellerer Ausbau der erneuerbaren Energien und Ausbau des Netzes.;1;3;3237;"";42;2019;5;21;21;89;;#CCS;@koehler_fdp|@SvenjaSchulze68|@bmu|@fdp|@Die_Gruenen;negative;Klimapolitik
ChrisKuehn_mdb15595605001;ChrisKuehn_mdb;TRUE;2019-06-03T11:15:00Z;Seehofer schlaegt als Bauminister vor, was er als MP verhindert hat. Hoffe, dass jetzt nicht blockiert. Um die Klimaschutzluecke im Gebaeudebereich zu schliessen reicht der Vorschlag allerdings nicht. Da muss mehr kommen.;1;1;3237;"";34;2019;6;23;22;91;;#Seehofer;@Markus_Soeder;negative;Klimapolitik
ChrisKuehn_mdb15934985401;ChrisKuehn_mdb;TRUE;2020-06-30T06:29:00Z;Ich finde dieses Journalisten bashing unsaeglich und unangemessen. sollte sich wirklich ueberlegen, ob dass in dieser Zeit der Polarisierung die richtige Kommunikation ist.;1;5;3237;"";25;2020;6;27;34;148;;#Journalisten|#bashing|#Kommunikation;@hausundgrund_de;negative;Medien
ChristophFDP15751842601;ChristophFDP;TRUE;2019-12-01T07:11:00Z;Immer noch sind HIV und AIDS Gruende, den Kontakt zu Betroffenen abzubrechen. Das betruebt. Lasst uns weiter dafuer kaempfen, diesen beschi***** Virus zu besiegen und vor allem: Bietet denen, die gegen ihn kaempfen, einen Platz in eurer Mitte. World AIDSDay TM;1;34;2757;Berlin, Deutschland;40;2019;12;48;28;116;;#WorldAIDSDay;;negative;HIV
DJanecek15852393001;DJanecek;TRUE;2020-03-26T16:15:00Z;Die Ideen des fuer eine Corona App gehen in die richtige Richtung. Wir muessen Digitalisierung und Datenanalyse jetzt effektiv fuer die Pandemie-Bekaempfung einsetzen. Das geht unter Wahrung des Datenschutzes! Corona Krise;3;8;11488;München;31;2020;3;13;31;134;;#CoronaApp|#Digitalisierung|#Datenanalyse|#CoronaKrise;@rki_de⁩;positive;Coronamassnahmen
DJanecek15879868801;DJanecek;TRUE;2020-04-27T11:28:00Z;Auch in Corona Krise Zeiten gilt in Bayern in der Schule harte Selektion vor Fairnis. Die beschlossene rueckwirkende Regelung zum Grundschuluebertritt von beraubt vielen Schueler*innen die Moeglichkeit, sich noch zu verbessern. Skandaloeses Vorgehen!;1;11;11488;München;35;2020;4;17;32;138;;#CoronaKrise;@Markus_Soeder|@MichaelPiazolo;negative;Bildung
DJanecek15957810001;DJanecek;TRUE;2020-07-26T16:30:00Z;Freiheitseinbussen gerade von jungen Menschen in der Corona Krise sind immens. Der uebergrosse Teil verhaelt sich auch beim Feiern sehr verantwortungsbewusst. Ausnahmen bestaetigen die Regel. Aufgabe von Politik ist es, Angebote zu schaffen, sonst sinkt irgendwann die Akzeptanz.;3;13;11488;München;38;2020;7;30;35;151;;#CoronaKrise;;negative;Coronamassnahmen
DJanecek16016214001;DJanecek;TRUE;2020-10-02T06:50:00Z;Mit Verlaub, das ist ziemlich gaga! Markus Soeder fordert den Ausstieg aus dem Verbrennungsmotor bis 2035 - und die CSU in Berlin kaempft fuer Kaufpraemien fuer fossile Verbrenner. Verlaessliche Industriepolitik ist das nicht. Bundestag Haushaltsdebatte;13;46;11488;München;35;2020;10;40;38;161;;#Soeder|#CSU|#Industriepolitik|#Bundestag|#Haushaltsdebatte;;negative;Automobilindustrie
DJanecek16084101001;DJanecek;TRUE;2020-12-19T20:35:00Z;Ich bin den Forscherinnen und Forschern sehr dankbar, dass wir in Rekordgeschwindigkeit nun bald eine Auswahl an Impfstoffen gegen COVID-19 zur Verfuegung haben werden. Was fuer eine Leistung, die in diesen dunklen Monaten Mut macht fuer das kommende Jahr. Impfen rettet Leben!;20;153;11488;München;43;2020;12;51;40;172;;#Impfstoffen|#Impfen;;positive;Coronaimpfung
DJanecek16091836201;DJanecek;TRUE;2020-12-28T19:27:00Z;Fliegen mit gruenem Kerosin. Wie man dank effizienter und guenstiger Katalysatoren das Treibhausgas zur Herstellung von Kerosin noch besser nutzen kann, zeigen jetzt britische Forscher.;2;15;11488;München;27;2020;12;52;40;173;;;@FAZ_Wirtschaft;positive;Klimaschutz
DJanecek16097678401;DJanecek;TRUE;2021-01-04T13:44:00Z;Man wird die naechsten Tage sehen, wie wirksam der Lockdown ist und dann kann das mit der Oeffnung der Grundschule auch schneller gehen. Aber Sie haben voellig Recht: Grundschule geht nur in Praesenz.;1;6;11488;München;34;2021;1;1;41;175;;;@ClaudiaMauritz;positive;Coronamassnahmen
DagmarFreitag1315811620601;DagmarFreitag13;TRUE;2020-02-08T11:41:00Z;Treffen mit Fridays for Future Iserlohn. Lebhafter Meinungsaustausch, mit zahlreichen Schnittmengen, aber auch unterschiedlichen Stand-punkten. Ich war beeindruckt von der Offenheit, sich auch mit mei-nen Argumenten und Sichtweisen auseinanderzusetzen. So funktioniert Demokratie;0;7;746;Iserlohn, Deutschland;33;2020;2;6;30;127;;#Iserlohn;;positive;Klimaaktivismus
DaniLudwigMdB15916976401;DaniLudwigMdB;TRUE;2020-06-09T10:14:00Z;Unsere Eilverordnung kam zur rechten Zeit! Die Coronakrise bietet auch die Chance zur Weiterentwicklung der Substitutionstherapie. Diese Chance sollten wir nutzen!;1;6;6290;Rosenheim, Deutschland;24;2020;6;24;34;145;;;@BMG_Bund|@Aidshilfe_de;positive;Coronamassnahmen
DerLenzMdB15087621601;DerLenzMdB;TRUE;2017-10-23T12:36:00Z;Ich bin der Meinung, dass das juengste Mitglied des Bundestages bei der Konstituierung auch sprechen sollte.. diese Chance wurde vertan..;1;23;10073;"";20;2017;10;43;2;5;;#Bundestages;;negative;Wahlrechtsreform
DerLenzMdB15852996601;DerLenzMdB;TRUE;2020-03-27T09:01:00Z;Ich halte diese staendigen Vergleiche fuer vollkommen unangebracht und in keiner Weise zielfuehrend. Bei allem Respekt - das eine ist das eine und das andere ist das andere. Corona Kriseistnichtgleichkrise;1;25;10073;"";30;2020;3;13;31;134;;#Corona|#Kriseistnichtgleichkrise;;negative;Diskussion
DerLenzMdB15878299201;DerLenzMdB;TRUE;2020-04-25T15:52:00Z;Ich finde es ebenso verstoerend, wie manchmal Regeln bewusst uebertreten werden, wie ich es verstoerend finde, dass eine Art Denunziantentum mancherseits Eintritt, wenn sich nicht alle an die Regeln halten. Corona - das Beste und das Schlechteste..;0;12;10073;"";36;2020;4;17;32;138;;#Corona;;negative;Coronamassnahmen
DerLenzMdB16099351801;DerLenzMdB;TRUE;2021-01-06T12:13:00Z;Deutschland erreicht das Klimaziel 2020 - es ist eine extreme gesellschaftliche, politische u. techn. Leistung 42 Prozent weniger CO2 ggue. 1990 auszustossen. Ohne Corona waeren es uebrigens ca 39 Prozent weniger gewesen. Das ist also nicht der Punkt. Erreicht ist erreicht.;8;53;10073;"";40;2021;1;1;41;175;;#Deutschland|#Klimaziel|#Corona;@csu_bt;positive;Klimapolitik
Diether_Dehm15923855401;Diether_Dehm;TRUE;2020-06-17T09:19:00Z;In einem Land, das jaehrl. 125 Mrd. an Steuerhinterziehung toleriert (1/3 des Haushalts 2019) und mit Milliarden Konzerne rettet, aber gerade Alten Jungen die kalte Schulter zeigt, braucht es Gerechtigkeit Extrasteuer fuer Superreiche,;155;321;6750;Germany;40;2020;6;25;34;146;;;@olafscholz!;negative;Steuerpolitik
Diether_Dehm16007553601;Diether_Dehm;TRUE;2020-09-22T06:16:00Z;Koennte es sein, dass es ein mieser Deal war, wenn Sie die Lufthansa mit 9 Mrd. maesten und Dividenden/Boni erlauben, aber NULL Klimaschutz verlangen und es zulassen, dass nun noch mehr Beschaeftigte den Job verlieren, Herr;126;256;6750;Germany;41;2020;9;39;37;160;;;@peteraltmaier?!|@Linksfraktion;negative;Lufthansa
DietmarBartsch15263736601;DietmarBartsch;TRUE;2018-05-15T08:41:00Z;Jede Bundesregierung der letzten Jahrzehnte hat aus der Familie als Hort der Sicherheit immer mehr zum Risikofaktor gerade fuer junge Menschen - in Leiharbeit Befristungen gepresst - gemacht. Und beim Familiennachzug haelt Schwarz Rot die Handbremse angezogen. Tagder Framilie;18;53;65116;"";36;2018;5;20;9;35;;#Bundesregierung|#Familie|#Familiennachzug|#SchwarzRot|#TagderFramilie;;negative;Familienpolitik
DietmarBartsch15301609801;DietmarBartsch;TRUE;2018-06-28T04:43:00Z;EUGipfel: Es wird irgendwelche Loesungen geben, aber gesamteuropaeisch nicht. Manch einer sagt sich: So wie Deutschland in der Finanzkrise mit uns umgegangen ist, so gehen wir jetzt auch mit Deutschland um. Das Auseinanderfallen von Europa hat Merkel mitzuverantworten.;14;49;65116;"";40;2018;6;26;10;41;;#EUGipfel|#Merkel;@ARDMoma;negative;EU
DietmarBartsch15343152001;DietmarBartsch;TRUE;2018-08-15T06:40:00Z;Merkel startet nach dem Urlaub mit ihrem Buergerdialog im Osten - gut! Ihre Botschaft des routinierten Weiter-so der schwarz-roten Koalition wird den aktuellen Herausforderungen nicht gerecht und auch durch einen Buergerdialog nicht besser.;17;66;65116;"";34;2018;8;33;12;48;;#Merkel;;negative;Merkel
DietmarBartsch15350125201;DietmarBartsch;TRUE;2018-08-23T08:22:00Z;Pressefreiheit muss mit aller Konsequenz verteidigt werden. Staatsbedienstete in Sachsen bei Verfassungsfeinden. Unfassbar! Ich erwarte, dass die Vorgaenge zuegig aufgeklaert Schlussfolgerungen gezogen werden. Der Ministerpraesident der saechsische Innenminister sind gefordert.;38;163;65116;"";33;2018;8;34;12;49;;#Pressefreiheit;;negative;Sachsen
DietmarBartsch15357022801;DietmarBartsch;TRUE;2018-08-31T07:58:00Z;Zum morgigen Weltfriedenstag bin ich in Chemnitz und Dresden. Nie wieder Krieg, nie wieder Faschismus! Infos zur Kundgebung in Chemnitz: Infos zur Kundgebung in Dresden:;19;94;65116;"";27;2018;8;35;12;50;;;;negative;Rechtsextremismus
DietmarBartsch15359534401;DietmarBartsch;TRUE;2018-09-03T05:44:00Z;Nach den klaren Worten von Volker Kauder ist das droehnende Schweigen von Innenminister Seehofer peinlich, unverantwortlich und entlarvend. Ich habe die Demonstrationen in Chemnitz gesehen, es gibt keine Grenze zwischen Rechtsextremen und der AfD.;115;427;65116;"";35;2018;9;36;13;51;;#Chemnitz;;negative;Seehofer
DietmarBartsch15377227201;DietmarBartsch;TRUE;2018-09-23T17:12:00Z;Merkel muss endlich handeln. Sie hat die Richtlinienkompetenz. Sie nimmt diese nicht wahr. Und sie ist die Verantwortliche fuer die aktuelle Krise in der Bundesregierung.;40;144;65116;"";26;2018;9;39;13;54;;#Merkel|#Krise|#Bundesregierung;;negative;Merkel
DietmarBartsch15541132801;DietmarBartsch;TRUE;2019-04-01T10:08:00Z;Bundeskanzlerin Merkel hat in 14 Jahren viel zu wenig fuer Ostdeutschland getan. Ich fordere Frau Merkel auf, ihre Restzeit als Kanzlerin dafuer zu nutzen, die verheerende Abwertung zu stoppen.;8;33;65116;"";30;2019;4;14;20;82;;#Bundeskanzlerin|#Merkel|#Ostdeutschland;;negative;Ostdeutschland
DietmarBartsch15563466001;DietmarBartsch;TRUE;2019-04-27T06:30:00Z;Elternunterhalt: Es ist richtig, Angehoerige zu entlasten. Bedarfsgerechte Pflege Teilhabe an der Gesellschaft darf nicht vom Geldbeutel Betroffener ihrer Familien abhaengig sein. Ich wuensche mir eine zuegige Umsetzung ohne hohe buerokratische Huerden.;13;61;65116;"";37;2019;4;17;20;85;;#Elternunterhalt;@hubertus_heil|@ZDFheute;positive;Sozialpolitik
DietmarBartsch15577273801;DietmarBartsch;TRUE;2019-05-13T06:03:00Z;Mich bestuerzt die verantwortungsvergessene Leichtigkeit, mit der ein deutscher Politiker postuliert, Bomben auf den Iran sind moeglich, und gleichzeitig abstreitet, dass dadurch mehr Menschen in die Flucht getrieben werden. Der Nahe Osten ist mahnender Zeuge fuer das Gegenteil.;29;108;62978;"";39;2019;5;20;21;88;;#Iran|#Flucht;;negative;Nahostpolitik
DietmarBartsch15583437001;DietmarBartsch;TRUE;2019-05-20T09:15:00Z;Dieses Thema bleibt: Der Wegfall der Umrechnung der Ostloehne ist nichts anderes als eine Rentenkuerzung von fast 10 Prozent fuer alle 6 Millionen Arbeitnehmer im Osten. Das wird viele Menschen in Altersarmut treiben. Das muss verhindert werden!;24;56;65116;"";38;2019;5;21;21;89;;#Ostloehne|#Rentenkuerzung|#Osten|#Altersarmut;;negative;Ostdeutschland
DietmarBartsch15693146401;DietmarBartsch;TRUE;2019-09-24T08:44:00Z;Die Anklage gegen die Volkswagen-Spitze ist zwangslaeufig bei der Aufklaerung des gewerbsmaessigen Betrugs des Kartells der Autokonzerne. Deutschland braucht wie die USA 21 EU-Staaten ein Unternehmensstrafrecht. Hier der Dieselgate;21;71;65116;"";33;2019;9;39;25;107;;#Volkswagen|#Unternehmensstrafrecht|#Dieselgate;@Linksfraktion-Antrag:;negative;Abgasaffaere
DietmarBartsch15706166401;DietmarBartsch;TRUE;2019-10-09T10:24:00Z;Die Berichte aus Halle machen unendlich traurig und wuetend. Am hoechsten juedischen Feiertag ein Anschlag auf juedisches Leben in Deutschland - ekelhaft! Antisemitismus darf in unserer Gesellschaft keinen Millimeter Platz haben.;140;888;65116;"";30;2019;10;41;26;109;;#Halle;;negative;Antisemitismus
DietmarBartsch15737300401;DietmarBartsch;TRUE;2019-11-14T11:14:00Z;Das sind inakzeptable Zustaende, die nicht erst seit heute bekannt sind. Es kann nicht sein, dass schwerkranke Kinder im reichen Deutschland nicht behandelt werden. Gesundheitsminister muss endlich handeln und die Versorgung unserer Kleinsten sicherstellen.;32;154;65116;"";36;2019;11;46;27;114;;#Kinder;@jensspahn;negative;Gesundheitssystem
DietmarBartsch15754609801;DietmarBartsch;TRUE;2019-12-04T12:03:00Z;Dass Macron am Pranger steht und nicht Kriegsherr Erdogan, sagt alles ueber die Die Bundesregierung laesst Deutschlands engsten Partner Frankreich im Stich. Es kann nicht sein, dass Deutschland naeher bei Trump und Erdogan steht als bei der franzoesischen Regierung. NATO70;75;320;62978;"";42;2019;12;49;28;117;;#Macron|#Erdogan|#Bundesregierung|#NATO70;@NATO.;negative;NATO
DietmarBartsch15781373401;DietmarBartsch;TRUE;2020-01-04T11:29:00Z;Die Kritiklosigkeit der Bundesregierung gegenueber der brandgefaehrlichen US-Politik ist beschaemend. Auf Sondersitzung des UN-Sicherheitsrates draengen und sofortiger Abzug der deutschen Soldaten aus dem Irak sind notwendig. Soleimani;108;444;65116;"";28;2020;1;1;29;122;;#Bundesregierung|#Irak|#Soleimani;;negative;Nahostpolitik
DietmarBartsch15803124001;DietmarBartsch;TRUE;2020-01-29T15:40:00Z;Wenn man aussteigt, muss klar sein, wo man einsteigt: Kohleausstieg-Gesetz ist vielfach planlos, weil es kein Gesamtkonzept gibt, wann was neu angesiedelt wird und welche und wie viele Jobs entstehen. Die Entschaedigungen fuer Konzerne sind ein Skandal Steuergeldverschwendung.;13;78;65116;"";39;2020;1;5;29;126;;#Kohleausstieg;;negative;Kohleausstieg
DietmarBartsch15960186001;DietmarBartsch;TRUE;2020-07-29T10:30:00Z;Es ist gut, dass die USA beim Truppenabzug nun Naegel mit Koepfen machen. Bitte, vergesst Eure Atomwaffen nicht! Bund und Laender duerfen keine Zeit verstreichen lassen, um eine sinnvolle und nahtlose zivile Nutzung der ehemaligen US-Stuetzpunkte zu ermoeglichen.;124;696;62978;"";39;2020;7;31;35;152;;#USA|#Truppenabzug|#Atomwaffen;;positive;Nahostpolitik
DietmarBartsch15980972401;DietmarBartsch;TRUE;2020-08-22T11:54:00Z;Nicht die Pensionen sind zu hoch, sondern viele Renten zu niedrig. Millionenfache Altersarmut droht. Wir brauchen eine Rentenkasse, in die ALLE einzahlen. Andere EU-Laender sichern ihre Buerger ueber die gesetzliche Rente deutlich besser ab als wir.;129;485;65116;"";38;2020;8;34;36;155;;#Rente;@RND_de;negative;Rente
DietmarBartsch15994555801;DietmarBartsch;TRUE;2020-09-07T05:13:00Z;Umfassende Aufklaerung zuerst! Gegenseitige Beschuldigungen, im Fall Nawalny dies nicht konsequent zu tun, sollten aufhoeren. Berlin und Moskau muessen dringend zusammenarbeiten. Das 97 fertige Nord Stream2 infrage zustellen, um innenpolitisch Kapital zu schlagen, hilft nicht.;17;134;65116;"";35;2020;9;36;37;157;;#Nawalny|#NordStream2;;negative;Russland
DietmarBartsch16061212801;DietmarBartsch;TRUE;2020-11-23T08:48:00Z;Das ist absurd! Wenn Verdaechtige selbst entscheiden, ob gegen sie ermittelt wird, sind Rechtsstaat und internationale Politik am Ende. Dieser Einsatz ist das Papier nicht wert, auf dem er steht. Waffenschmuggel Libyen Tuerkei Bundeswehr;14;88;65116;"";35;2020;11;47;39;168;;#Waffenschmuggel|#Libyen|#Tuerkei|#Bundeswehr;;negative;Ruestung
DietmarBartsch16074237001;DietmarBartsch;TRUE;2020-12-08T10:35:00Z;Das Scheitern von Haseloff ist dokumentiert, die Fuehrungslosigkeit der Bundes-CDU ein dramatisches Problem. Kenia als angebliches Bollwerk gegen rechts ist krachend gescheitert zu Afghanistan geworden. SPD Gruene sollten umgehend ihre Minister aus der Regierung zurueckziehen.;16;95;65116;"";38;2020;12;50;40;171;;#Haseloff;;negative;CDU/CSU
DirkSpaniel15207614401;DirkSpaniel;TRUE;2018-03-11T09:44:00Z;Seehofer Minister in Merkels Gurkentruppe schwadroniert von Sicherheit Muenchen Rauschgiftdelikte plus 92 Vergewaltigungen plus 50! Einaeugiges Bayern Vorbild fuer blindes Deutschland? Staatsversagen offenbart sich;31;50;3743;Stuttgart, Deutschland;26;2018;3;11;7;26;;#Seehofer|#Minister|#Merkels|#Sicherheit|#Muenchen|#Rauschgiftdelikte|#Vergewaltigungen|#Bayern|#Staatsversagen;;negative;Seehofer
DirkSpaniel15233538001;DirkSpaniel;TRUE;2018-04-10T09:50:00Z;IS Herrschaft benutzte Burkas zur Unterdrueckung von Frauen. Naive CDU Ministerin Eisenmann erlaubt Kopftuecher in Grundschulen? Damit Maedchen frueh Islam Unterdrueckung akzeptieren? Keine Toleranz gegen Intoleranz!;22;33;3743;Stuttgart, Deutschland;28;2018;4;15;8;30;;#IS|#Burkas|#Unterdrueckung|#CDU|#Ministerin|#Grundschulen|#Toleranz|#Intoleranz;;negative;Islam
DirkSpaniel15290437801;DirkSpaniel;TRUE;2018-06-15T06:23:00Z;Kanzlerin der Alleingaenge versteckt sich jetzt hinter EU Recht, gaukelt partnerschaftliche Loesungen vor. Ihr Plan aussitzen und auf Zeit spielen. Frau Merkel Sie haben dem Volk Unglueck gebracht. Treten Sie zurueck;87;226;3743;Stuttgart, Deutschland;33;2018;6;24;10;39;;#Kanzlerin|#Alleingaenge|#EU|#partnerschaftliche|#Plan|#aussitzen|#Merkel;;negative;Merkel
DirkSpaniel15320905801;DirkSpaniel;TRUE;2018-07-20T12:43:00Z;Der Laie staunt, den Kenner wundert nichts mehr. CDU BW wird zum Handlanger links-gruener Fahrverbotsfetischisten. Gesunder Verstand ist bei CDU out. Sie unterwerfen sich gruener Ideologie, verraten die Buerger;5;16;3743;Stuttgart, Deutschland;30;2018;7;29;11;44;;#Laie|#Kenner|#CDU|#BW|#Handlanger|#links|#Fahrverbotsfetischisten|#GesunderVerstand|#unterwerfen|#gruener|#Ideologie|#verraten|#Buerger;;negative;CDU/CSU
DirkSpaniel15357942601;DirkSpaniel;TRUE;2018-09-01T09:31:00Z;Vergewaltigung eines 10jaehrigen durch gleichaltrige Schueler. Absoluter Wahnsinn! Taeter aus Afghanistan und Syrien. Afghane fuer GewaltRespektlosigkeit bekannt. Konsequenz: Versetzung an and. Schule in Berlin. Da koennen sie dann neue Mitschueler terrorisieren. AfD tut not!;14;22;3743;Stuttgart, Deutschland;36;2018;9;35;13;50;;#Schueler|#Afghanistan|#Syrien|#Afghane|#Berlin|#AfD;;negative;Migrantenkriminalitaet
DirkSpaniel15363042001;DirkSpaniel;TRUE;2018-09-07T07:10:00Z;Chemnitz und die unsaegliche Rolle der Medien und Merkel Armutszeugnis fuer alle Beteiligten, auch die CDU Merkelmussweg Nur noch 47 vertrauen der Presse Toter Journalismus Politikwende Af Dim Bundestag;17;36;3743;Stuttgart, Deutschland;28;2018;9;36;13;51;;#Chemnitz|#Medien|#Merkel|#CDU|#Merkelmussweg|#ToterJournalismus|#Politikwende|#AfDimBundestag;;negative;Merkel
DirkSpaniel15379400401;DirkSpaniel;TRUE;2018-09-26T05:34:00Z;Uns gehts doch gut, gell, liebe Altersarmut betrifft Andere, die Islamisierung beginnt erst hinterm Gartenzaun, Fahrverbote sind gut fuer die Gesundheit, Kriminalitaet gibts nur im Fernsehen und Meinungsfreiheit gilt fuer alle Bessermenschen ... Propagandamedien;103;241;3743;Stuttgart, Deutschland;35;2018;9;39;13;54;;#Propagandamedien;@tagesthemen?!;negative;Medien
DirkSpaniel15388410601;DirkSpaniel;TRUE;2018-10-06T15:51:00Z;Linksextremisten, die nicht in einer offiziellen Gruppierung zusammengeschlossen sind, waeren demnach zu vernachlaessigen? Sind Linke, die im Hambacher Forst mit Zwillen+Stahlkugeln Polizei angreifen weniger gefaehrlich oder kriminell? In den Medien immer noch: Aktivisten.;0;1;3743;Stuttgart, Deutschland;38;2018;10;40;14;55;😳;;@manuelbewarder|@welt;negative;Linksextremismus
