doc_id,twitter_username,twitter_available,twitter_created_at,twitter_full_text_topic,twitter_full_text,twitter_retweet_count,twitter_favorite_count,twitter_followers_count,twitter_location,twitter_word_count,twitter_year,twitter_month,twitter_week,twitter_time_index_month,twitter_time_index_week,twitter_emojis,twitter_hashtags,twitter_tags,label,topic,from,to
Frank_Magnitz15354501001,Frank_Magnitz,TRUE,2018-08-28T09:55:00Z,"Migrantenkriminalitaet Die Mobilisierung in Chemnitz beruht vor allem auf dem real existierenden Problemen der Massenmigration und seiner negativen Auswuechse wie der Messerkriminalitaet. Unsere Wahrheitssysteme trifft es gut, ihre Methode: Verschweigen, Uebersehen und Wegducken.","Die Mobilisierung in Chemnitz beruht vor allem auf dem real existierenden Problemen der Massenmigration und seiner negativen Auswuechse wie der Messerkriminalitaet. Unsere Wahrheitssysteme trifft es gut, ihre Methode: Verschweigen, Uebersehen und Wegducken.",3,2,1967,"Bremen, Deutschland",34,2018,8,35,12,50,😄,#Chemnitz,NA,negative,Migrantenkriminalitaet,0,22
Frank_Pasemann15715615801,Frank_Pasemann,TRUE,2019-10-20T08:53:00Z,"Medien Linke Kravallisten wie nennen sich Journalisten. Ihre Agenda ist Provokation und Denunziation. Wenn Kubitschek, die Mitarbeiter und Gaeste von belaestigt werden, dann ist das vieles, aber kein Journalismus. Die Polizei erklaert es ihm vergeblich! fbm19","Linke Kravallisten wie nennen sich Journalisten. Ihre Agenda ist Provokation und Denunziation. Wenn Kubitschek, die Mitarbeiter und Gaeste von belaestigt werden, dann ist das vieles, aber kein Journalismus. Die Polizei erklaert es ihm vergeblich! fbm19",59,171,12090,Mitteldeutschland,39,2019,10,42,26,110,NA,#Kubitschek|#fbm19,@jonas_fedders|@antaios|@AfD,negative,Medien,0,6
GoeringEckardt15529879801,GoeringEckardt,TRUE,2019-03-19T09:33:00Z,"Russland Kadyrow ist ein Willkuerherrscher von Putins Gnaden. Der Kreml traegt die Verantwortung fuer die lange Liste schwerer Menschenrechtsverletzungen in Tschetschenien. Wir stehen an der Seite derjenigen, die wie Titijew fuer ein demokratisches und rechtsstaatliches Russland eintreten.","Kadyrow ist ein Willkuerherrscher von Putins Gnaden. Der Kreml traegt die Verantwortung fuer die lange Liste schwerer Menschenrechtsverletzungen in Tschetschenien. Wir stehen an der Seite derjenigen, die wie Titijew fuer ein demokratisches und rechtsstaatliches Russland eintreten.",3,21,174395,NA,37,2019,3,12,19,80,NA,#Titijew,NA,negative,Russland,0,8
GoeringEckardt15694095601,GoeringEckardt,TRUE,2019-09-25T11:06:00Z,"Russland Freue mich sehr Putins Geisel Oleg Senzow in Freiheit zu sehen. Wir muessen weiter darauf draengen, dass alle politischen Gefangen in Russland freigelassen werden! freethemall","Freue mich sehr Putins Geisel Oleg Senzow in Freiheit zu sehen. Wir muessen weiter darauf draengen, dass alle politischen Gefangen in Russland freigelassen werden! freethemall",10,52,174395,NA,27,2019,9,39,25,107,NA,#Senzow|#Russland|#freethemall,@LetMyPplGoUA_en,positive,Russland,0,8
GoeringEckardt15706271401,GoeringEckardt,TRUE,2019-10-09T13:19:00Z,Antisemitismus Ich bin von den furchtbaren Taten in Halle zutiefst bestuerzt. Mein tiefes Mitgefuehl gilt Angehoerigen und Verletzten. Die Sicherheit aller steht im Mittelpunkt. Ich bin entsetzt ueber den moeglichen antisemitischen Hintergrund. Wir stehen fest an der Seite der juedischen Gemeinde.,Ich bin von den furchtbaren Taten in Halle zutiefst bestuerzt. Mein tiefes Mitgefuehl gilt Angehoerigen und Verletzten. Die Sicherheit aller steht im Mittelpunkt. Ich bin entsetzt ueber den moeglichen antisemitischen Hintergrund. Wir stehen fest an der Seite der juedischen Gemeinde.,37,350,174395,NA,40,2019,10,41,26,109,NA,#Halle,NA,negative,Antisemitismus,0,14
GoeringEckardt15747767401,GoeringEckardt,TRUE,2019-11-26T13:59:00Z,"Kinderrechte Der Gesetzentwurf, den die Bundesjustizministerin vorgelegt hat, enttaeuscht auf ganzer Linie er bleibt sogar hinter der UN-Kinderrechtskonvention zurueck. Deshalb brauchen wir STARKE Kinderrechte im Grundgesetz Stark Fuer Kinderrechte","Der Gesetzentwurf, den die Bundesjustizministerin vorgelegt hat, enttaeuscht auf ganzer Linie er bleibt sogar hinter der UN-Kinderrechtskonvention zurueck. Deshalb brauchen wir STARKE Kinderrechte im Grundgesetz Stark Fuer Kinderrechte",11,68,174391,NA,29,2019,11,48,27,116,👇|💪,#StarkFuerKinderrechte,NA,negative,Kinderrechte,0,12
GoeringEckardt15923999401,GoeringEckardt,TRUE,2020-06-17T13:19:00Z,"Polizei Seehofer konstruiert eine Diskriminierung seiner Beamten, die es nicht gibt. Er treibt so einen Keil zwischen Polizei und Gesellschaft, wo wir viel mehr mit vereinten Kraeften gegen Diskriminierung kaempfen muessen. LADG","Seehofer konstruiert eine Diskriminierung seiner Beamten, die es nicht gibt. Er treibt so einen Keil zwischen Polizei und Gesellschaft, wo wir viel mehr mit vereinten Kraeften gegen Diskriminierung kaempfen muessen. LADG",18,200,174395,NA,31,2020,6,25,34,146,NA,#Seehofer|#LADG,NA,negative,Polizei,0,7
GoeringEckardt16001751001,GoeringEckardt,TRUE,2020-09-15T13:05:00Z,"Fluechtlingshilfe Jedes Kind, das der katastrophalen Situation entkommt, zaehlt. 1.500 Menschen von ALLEN griechischen Inseln aufzunehmen, ist aber ein weiteres Alibi-Angebot. Allein auf Lesbos leben laut UNHCR 4.000 Kinder. Lassen wir sie weiter in Not?","Jedes Kind, das der katastrophalen Situation entkommt, zaehlt. 1.500 Menschen von ALLEN griechischen Inseln aufzunehmen, ist aber ein weiteres Alibi-Angebot. Allein auf Lesbos leben laut UNHCR 4.000 Kinder. Lassen wir sie weiter in Not?",58,474,174395,NA,34,2020,9,38,37,159,NA,#Lesbos,NA,negative,Fluechtlingshilfe,0,17
GoeringEckardt16006964401,GoeringEckardt,TRUE,2020-09-21T13:54:00Z,"Coronahilfen Was bei den Hilfen fuer Selbstaendige schief laeuft, legt die Kleine Anfrage von offen. Sie zeigt auch: Selbstaendige Frauen rutschen ueberproportional stark in Hartz IV ab. Ein Geschlechtergerechtigkeitscheck fuer Krisenmassnahmen ist ueberfaellig!","Was bei den Hilfen fuer Selbstaendige schief laeuft, legt die Kleine Anfrage von offen. Sie zeigt auch: Selbstaendige Frauen rutschen ueberproportional stark in Hartz IV ab. Ein Geschlechtergerechtigkeitscheck fuer Krisenmassnahmen ist ueberfaellig!",15,63,174395,NA,34,2020,9,38,37,159,NA,#Geschlechtergerechtigkeitscheck,@GruenClaudia,negative,Coronahilfen,0,12
GoeringEckardt16016226601,GoeringEckardt,TRUE,2020-10-02T07:11:00Z,"Ostdeutschland Dem ist nur hinzuzufuegen: zeigt hier, dass es eine junge, selbstbewusste Generation Ost gibt, die europaeisch tickt, die Vielfalt lebt, Vergangenheit mit nimmt und in Zukunft wandelt. So kann man und frau stolz sein. Danke dafuer, Frau Staatsministerin","Dem ist nur hinzuzufuegen: zeigt hier, dass es eine junge, selbstbewusste Generation Ost gibt, die europaeisch tickt, die Vielfalt lebt, Vergangenheit mit nimmt und in Zukunft wandelt. So kann man und frau stolz sein. Danke dafuer, Frau Staatsministerin",7,42,169508,NA,40,2020,10,40,38,161,NA,NA,@Ka_Meier,positive,Ostdeutschland,0,14
GoeringEckardt16025930401,GoeringEckardt,TRUE,2020-10-13T12:44:00Z,"Fluechtlingshilfe Die Lage der Gefluechteten auf Lesbos bleibt so dramatisch wie nach dem Brand von vor einem Monat. Statt Feuer ist es nun der Regen, der die ohnehin prekaere Situation der Menschen nochmal verschlimmert. Die Europaeischen Staaten duerfen diese katastrophalen Zustaende nicht hinnehmen!","Die Lage der Gefluechteten auf Lesbos bleibt so dramatisch wie nach dem Brand von vor einem Monat. Statt Feuer ist es nun der Regen, der die ohnehin prekaere Situation der Menschen nochmal verschlimmert. Die Europaeischen Staaten duerfen diese katastrophalen Zustaende nicht hinnehmen!",111,252,169508,NA,43,2020,10,42,38,163,NA,NA,NA,negative,Fluechtlingshilfe,0,17
GoeringEckardt16033446001,GoeringEckardt,TRUE,2020-10-22T05:30:00Z,Belarus Swetlana Tichanowskaja fuehrt die demokratische Opposition in Belarus an. Sie viele weitere Frauen gehen fuer ihren mutigen Protest unerschuettert auf die Strasse. Was fuer ein Vorbild! Zum 20. Jahrestag der Resolution1325 gilt: Ohne Frauen kein Frieden. SHEcurity,Swetlana Tichanowskaja fuehrt die demokratische Opposition in Belarus an. Sie viele weitere Frauen gehen fuer ihren mutigen Protest unerschuettert auf die Strasse. Was fuer ein Vorbild! Zum 20. Jahrestag der Resolution1325 gilt: Ohne Frauen kein Frieden. SHEcurity,8,71,169508,NA,40,2020,10,43,38,164,NA,#Tichanowskaja|#Resolution1325|#SHEcurity,@SHEcurity20,positive,Belarus,0,7
GoeringEckardt16070101801,GoeringEckardt,TRUE,2020-12-03T15:43:00Z,Fluechtlingshilfe Diese Einigung zwischen EU-KOM und Griechenland ist eine Farce. Die ueber 7.000 Gefluechteten auf Lesbos in den provisorischen Zeltlagern koennen nicht laenger in diesen schlimmen Zustaenden leben. Sie muessen JETZT menschenwuerdig untergebracht werden!,Diese Einigung zwischen EU-KOM und Griechenland ist eine Farce. Die ueber 7.000 Gefluechteten auf Lesbos in den provisorischen Zeltlagern koennen nicht laenger in diesen schlimmen Zustaenden leben. Sie muessen JETZT menschenwuerdig untergebracht werden!,12,103,174395,NA,34,2020,12,49,40,170,NA,#Lesbos,NA,negative,Fluechtlingshilfe,0,17
GregorGysi15550639801,GregorGysi,TRUE,2019-04-12T10:13:00Z,"Whistleblower Ich finde es beschaemend fuer die EU, dass Whistleblower bei uns zuallererst Angst vor einer moeglichen Strafverfolgung haben muessen. Die Bundesregierung sollte sich fuer den EU-weiten Schutz von Whistleblowern einsetzen. Wie waere es, Julian Assange politisches Asyl anzubieten?","Ich finde es beschaemend fuer die EU, dass Whistleblower bei uns zuallererst Angst vor einer moeglichen Strafverfolgung haben muessen. Die Bundesregierung sollte sich fuer den EU-weiten Schutz von Whistleblowern einsetzen. Wie waere es, Julian Assange politisches Asyl anzubieten?",353,1573,395170,"Platz der Republik, Berlin",39,2019,4,15,20,83,NA,#Whistleblower,NA,negative,Whistleblower,0,13
GregorGysi15864111601,GregorGysi,TRUE,2020-04-09T05:46:00Z,"Gesundheitssystem Pfleger/innen leisten eine harte Arbeit und werden schlecht bezahlt. Das geht ueberhaupt nicht. Wenn wir das Problem loesen wollen, muessen wir erst einmal den Wert dieser Arbeit erhoehen. Da gehts auch nicht um 5 oder 10 mehr Lohn, da gehts um eine Verdopplung.","Pfleger/innen leisten eine harte Arbeit und werden schlecht bezahlt. Das geht ueberhaupt nicht. Wenn wir das Problem loesen wollen, muessen wir erst einmal den Wert dieser Arbeit erhoehen. Da gehts auch nicht um 5 oder 10 mehr Lohn, da gehts um eine Verdopplung.",516,2156,380684,"Platz der Republik, Berlin",46,2020,4,15,32,136,NA,NA,@ZDF,negative,Gesundheitssystem,0,17
GruenClaudia15193912801,GruenClaudia,TRUE,2018-02-23T13:08:00Z,"Nordstream2 Dabei wirbt Nordstream2 so gerne damit, dass es fuer billige Preise in Deutschland sorgt....Das Gas geht uebrigens vollstaendig weiter nach Tschechien.... Oekologisch, oekonomisch und europapolitisch eine Katastrophe. Die SPD wird aber weiter ihren Freund Putin pampern.","Dabei wirbt Nordstream2 so gerne damit, dass es fuer billige Preise in Deutschland sorgt....Das Gas geht uebrigens vollstaendig weiter nach Tschechien.... Oekologisch, oekonomisch und europapolitisch eine Katastrophe. Die SPD wird aber weiter ihren Freund Putin pampern.",1,6,2491,"M-V, Norden, Europa, Welt",38,2018,2,8,6,23,NA,#Nordstream2|#SPD|#Putin,NA,negative,Nordstream2,0,11
GruenClaudia15894612001,GruenClaudia,TRUE,2020-05-14T13:00:00Z,"Gleichberechtigung Ja, fuehlt euch angeekelt. Es ist widerlich, beschaemend und leider voellig normal. Jeder, der glaubt, dass wir in einer voellig gleichberechtigten Welt leben, sollte sich diese 15 min angucken, und alle anderen auch! maennerwelt JKLive","Ja, fuehlt euch angeekelt. Es ist widerlich, beschaemend und leider voellig normal. Jeder, der glaubt, dass wir in einer voellig gleichberechtigten Welt leben, sollte sich diese 15 min angucken, und alle anderen auch! maennerwelt JKLive",0,9,2491,"M-V, Norden, Europa, Welt",36,2020,5,20,33,141,NA,#maennerwelt|#JKLive,NA,negative,Gleichberechtigung,0,18
GruenClaudia15996367801,GruenClaudia,TRUE,2020-09-09T07:33:00Z,"Scheuer Wenn es um die Zukunft der Schiffahrt geht, kommt von Andreas Scheuer vor allem eins: heisse Luft. Nur ueber emissionsfreie Antriebe reden, hilft nichts, konkrete Massnahmen sind gefragt. Und da kommt nichts.","Wenn es um die Zukunft der Schiffahrt geht, kommt von Andreas Scheuer vor allem eins: heisse Luft. Nur ueber emissionsfreie Antriebe reden, hilft nichts, konkrete Massnahmen sind gefragt. Und da kommt nichts.",1,0,2491,"M-V, Norden, Europa, Welt",33,2020,9,37,37,158,NA,#Schiffahrt|#Scheuer,NA,positive,Scheuer,0,7
GruenClaudia16100527201,GruenClaudia,TRUE,2021-01-07T20:52:00Z,"Nordstream2 Nordstream2 zementiert die Abnahme und Nutzung von fossilien Gas und behindert so den Ausbau und die Nutzung von Alternativen wie Wasserstoff, e Fuels und anderen PowertoX Engergietraegern. (6/x)","Nordstream2 zementiert die Abnahme und Nutzung von fossilien Gas und behindert so den Ausbau und die Nutzung von Alternativen wie Wasserstoff, e Fuels und anderen PowertoX Engergietraegern. (6/x)",1,14,2491,"M-V, Norden, Europa, Welt",28,2021,1,2,41,176,NA,#Nordstream2|#Wasserstoff|#eFuels|#PowertoX,NA,negative,Nordstream2,0,11
GrueneBeate15132695401,GrueneBeate,TRUE,2017-12-14T16:39:00Z,Mindestlohn Die ganze Rede lesen dann urteilen: Wir wollen auch einen hoeheren Mindestlohn. Dafuer gibt es aber im Bundestag keine Mehrheit. Deshalb anderen Weg suchen und deshalb Wissenschaft in der Kommission staerken. Denn es gibt viele Gruende fuer eine Erhoehung.,Die ganze Rede lesen dann urteilen: Wir wollen auch einen hoeheren Mindestlohn. Dafuer gibt es aber im Bundestag keine Mehrheit. Deshalb anderen Weg suchen und deshalb Wissenschaft in der Kommission staerken. Denn es gibt viele Gruende fuer eine Erhoehung.,0,3,5357,"Reutlingen, Baden-Württemberg",41,2017,12,50,4,12,NA,#Mindestlohn,NA,positive,Mindestlohn,0,11
GrueneBeate15211491601,GrueneBeate,TRUE,2018-03-15T21:26:00Z,"FDP FDP will laengere taegliche Arbeitszeit, verkuerzte Ruhezeiten ohne Untergrenze. Sie will die Gesellschaft flexibilisieren, damit sie gut in die digitale Arbeitswelt passt. Wir wollen das Gegenteil Arbeit soll besser ins Leben der Beschaeftigten passen","FDP will laengere taegliche Arbeitszeit, verkuerzte Ruhezeiten ohne Untergrenze. Sie will die Gesellschaft flexibilisieren, damit sie gut in die digitale Arbeitswelt passt. Wir wollen das Gegenteil Arbeit soll besser ins Leben der Beschaeftigten passen",9,25,5357,"Reutlingen, Baden-Württemberg",35,2018,3,11,7,26,NA,#FDP|#Arbeitszeit,NA,positive,FDP,0,3
GrueneBeate15304666201,GrueneBeate,TRUE,2018-07-01T17:37:00Z,"CDU/CSU Noch immer kein Kommentar aus Muenchen. Noch verantwortungsloser geht es nicht. Rechtsruck = unertraeglich. Diese regionale CSU ist immerhin Regierungsfraktion. Sie sollte sich endlich den Themen annehmen, die viele Menschen umtreiben Pflege bezahlbare Mieten Armut Klimaschutz","Noch immer kein Kommentar aus Muenchen. Noch verantwortungsloser geht es nicht. Rechtsruck = unertraeglich. Diese regionale CSU ist immerhin Regierungsfraktion. Sie sollte sich endlich den Themen annehmen, die viele Menschen umtreiben Pflege bezahlbare Mieten Armut Klimaschutz",2,12,5357,"Reutlingen, Baden-Württemberg",35,2018,7,27,11,42,NA,#CSU|#Pflege|#bezahlbareMieten|#Armut|#Klimaschutz,NA,negative,CDU/CSU,0,7
GrueneBeate15305646001,GrueneBeate,TRUE,2018-07-02T20:50:00Z,"Fluechtlingshilfe Dieser Kompromiss ist keine Antwort auf Fluchtursachen und ignoriert, dass gleichzeitig Fluechtlinge im Mittelmeer ertrinken und Seenotretter festgesetzt und kriminalisiert werden. Rechtsruck CSU Das alles ist schwer auszuhalten. Was fehlt ist Humanitaet","Dieser Kompromiss ist keine Antwort auf Fluchtursachen und ignoriert, dass gleichzeitig Fluechtlinge im Mittelmeer ertrinken und Seenotretter festgesetzt und kriminalisiert werden. Rechtsruck CSU Das alles ist schwer auszuhalten. Was fehlt ist Humanitaet",7,17,5357,"Reutlingen, Baden-Württemberg",32,2018,7,27,11,42,NA,#Rechtsruck|#CSU|#Humanitaet,NA,negative,Fluechtlingshilfe,0,17
GrueneBeate15924186601,GrueneBeate,TRUE,2020-06-17T18:31:00Z,"Fleischindustrie Unsaeglich schlechten Arbeitsbedingungen in der Fleischindustrie sind schon lange bekannt. Toennies ist Corona-Hotspot 657 Infizierten. Reicht das jetzt endlich, damit diese Ausbeutung endlich gesetzlich verhindert wird? Werkvertraege Arbeitsschutz","Unsaeglich schlechten Arbeitsbedingungen in der Fleischindustrie sind schon lange bekannt. Toennies ist Corona-Hotspot 657 Infizierten. Reicht das jetzt endlich, damit diese Ausbeutung endlich gesetzlich verhindert wird? Werkvertraege Arbeitsschutz",2,25,5357,"Reutlingen, Baden-Württemberg",29,2020,6,25,34,146,NA,#Arbeitsbedingungen|#Fleischindustrie|#Toennies|#Corona|#657|#Ausbeutung|#Werkvertraege|#Arbeitsschutz,NA,negative,Fleischindustrie,0,16
GrueneBeate15925456801,GrueneBeate,TRUE,2020-06-19T05:48:00Z,Mindestlohn Der Mindestlohn darf in Zeiten von Corona nicht infrage gestellt werden. Im Gegenteil - der Mindestlohn muss deutlich steigen in Schritten schnell auf 12 Euro. Lohngerechtigkeit Nachfrage Corona zusammenhalten,Der Mindestlohn darf in Zeiten von Corona nicht infrage gestellt werden. Im Gegenteil - der Mindestlohn muss deutlich steigen in Schritten schnell auf 12 Euro. Lohngerechtigkeit Nachfrage Corona zusammenhalten,6,13,5357,"Reutlingen, Baden-Württemberg",29,2020,6,25,34,146,NA,#Mindestlohn|#Corona|#Lohngerechtigkeit|#Nachfrage|#Corona|#zusammenhalten,NA,negative,Mindestlohn,0,11
GrueneBeate16041663601,GrueneBeate,TRUE,2020-10-31T17:46:00Z,"Arbeitsmarkt Enttaeuschend beim Antrag FDP zum Homeoffice mobil Arbeiten geht es in erster Linie wieder nur um das Arbeitszeitgesetz. Viel wichtiger waere echte Zeitsouveraenitaet - bei der Dauer, Lage und Ort der Arbeitszeit. Notwendig ist Freiheit und Schutz. Digitalisierung","Enttaeuschend beim Antrag FDP zum Homeoffice mobil Arbeiten geht es in erster Linie wieder nur um das Arbeitszeitgesetz. Viel wichtiger waere echte Zeitsouveraenitaet - bei der Dauer, Lage und Ort der Arbeitszeit. Notwendig ist Freiheit und Schutz. Digitalisierung",11,30,5357,"Reutlingen, Baden-Württemberg",37,2020,10,44,38,165,NA,#FDP|#Homeoffice|#mobilArbeiten|#Freiheit|#Schutz|#Digitalisierung,NA,negative,Arbeitsmarkt,0,12
HHirte15499031401,HHirte,TRUE,2019-02-11T16:39:00Z,"Kommunalpolitik Geht doch! Land, Bahn NVR haben die Planungsvereinbarung zum S-Bahn-Ausbau Knoten Koeln unterzeichnet. Mit dem neuen Planungsbeschleunigungsgesetz hat der Bund bereits 2018 den Weg fuer effizientere Verfahren transparentere Buergerbeteiligung frei gemacht!","Geht doch! Land, Bahn NVR haben die Planungsvereinbarung zum S-Bahn-Ausbau Knoten Koeln unterzeichnet. Mit dem neuen Planungsbeschleunigungsgesetz hat der Bund bereits 2018 den Weg fuer effizientere Verfahren transparentere Buergerbeteiligung frei gemacht!",2,6,6110,Köln am Rhein,35,2019,2,7,18,75,NA,#Koeln|#Buergerbeteiligung,@CDUFraktionK|@BMVI,positive,Kommunalpolitik,0,15
HHirte15767718601,HHirte,TRUE,2019-12-19T16:11:00Z,"Mitbestimmung ARUGII heute im Bundesgesetzblatt, tritt ab 1.1.2020 in Kraft. Als Gesetzgeber beobachten wir jetzt genau, inwieweit die neuen Vorgaben zur Transparenz Festlegung der Maximalverguetung umgesetzt werden. Klar ist: Das Gesetz staerkt Aktionaersrechte durch mehr Mitbestimmung -TH","ARUGII heute im Bundesgesetzblatt, tritt ab 1.1.2020 in Kraft. Als Gesetzgeber beobachten wir jetzt genau, inwieweit die neuen Vorgaben zur Transparenz Festlegung der Maximalverguetung umgesetzt werden. Klar ist: Das Gesetz staerkt Aktionaersrechte durch mehr Mitbestimmung -TH",3,2,6110,Köln am Rhein,37,2019,12,51,28,119,NA,#ARUGII,NA,positive,Mitbestimmung,0,13
HHirte15796300201,HHirte,TRUE,2020-01-21T18:07:00Z,Religionsfreiheit Stephanuskreis der steht fuer Religionsfreiheit - aller Religionen. Hierfuer gilt es mit Entschiedenheit einzutreten.,Stephanuskreis der steht fuer Religionsfreiheit - aller Religionen. Hierfuer gilt es mit Entschiedenheit einzutreten.,3,11,6110,Köln am Rhein,15,2020,1,4,29,125,NA,#Stephanuskreis|#Religionsfreiheit,@cducsubt,positive,Religionsfreiheit,0,17
HHirte15849871201,HHirte,TRUE,2020-03-23T18:12:00Z,Wohnungsbau In genau diese Richtung haben wir im Mietrecht gehandelt.,In genau diese Richtung haben wir im Mietrecht gehandelt.,0,1,6110,Köln am Rhein,14,2020,3,12,31,133,NA,#Mietrecht,@SiemonKlaus|@cducsubt|@spdbt|@fdpbt|@GrueneBundestag,positive,Wohnungsbau,0,11
HHirte15965682001,HHirte,TRUE,2020-08-04T19:10:00Z,"Terror Die Bilder aus Beirut machen sprachlos und traurig. Meine Gedanken sind bei den vielen unschuldigen Opfern, die jaeh aus dem Leben gerissen wurden, bei den Verletzten und bei ihren Angehoerigen.","Die Bilder aus Beirut machen sprachlos und traurig. Meine Gedanken sind bei den vielen unschuldigen Opfern, die jaeh aus dem Leben gerissen wurden, bei den Verletzten und bei ihren Angehoerigen.",3,46,6110,Köln am Rhein,31,2020,8,32,36,153,NA,#Beirut,NA,negative,Terror,0,6
HHirte16084819801,HHirte,TRUE,2020-12-20T16:33:00Z,"Rechtsstaatmechanismus Ich hatte schon vor einigen Wochen befuerchtet, dass sog. Rechtsstaatsmechanismus, nach dem Mittelkuerzungen moeglich sind, wenn Rechtsstaatsdefizite in einem EU-Land Auswirkungen auf den Haushalt haben (nur dann!), mit Blick auf Rspr. auch gegen zum Einsatz kommen kann.","Ich hatte schon vor einigen Wochen befuerchtet, dass sog. Rechtsstaatsmechanismus, nach dem Mittelkuerzungen moeglich sind, wenn Rechtsstaatsdefizite in einem EU-Land Auswirkungen auf den Haushalt haben (nur dann!), mit Blick auf Rspr. auch gegen zum Einsatz kommen kann.",0,2,6110,Köln am Rhein,39,2020,12,51,40,172,🇩🇪,#Rechtsstaatsmechanismus,@BVerfG,negative,Rechtsstaatmechanismus,0,22
HHirte16086331801,HHirte,TRUE,2020-12-22T10:33:00Z,"EU Sorry: Die Frage, ob die EU ein Bundesstaat ist oder werden sollte, ist eine eigentlich vor allem im deutschen Verfassungsrecht gefuehrte Diskussion, die dann wieder als Grundlage fuer weitere Ableitungen dient. Dem EU-Recht ist eine solche Methodik fremd.","Sorry: Die Frage, ob die EU ein Bundesstaat ist oder werden sollte, ist eine eigentlich vor allem im deutschen Verfassungsrecht gefuehrte Diskussion, die dann wieder als Grundlage fuer weitere Ableitungen dient. Dem EU-Recht ist eine solche Methodik fremd.",0,0,6110,Köln am Rhein,66,2020,12,52,40,173,NA,#EU|#Bundesstaat|#Verfassungsrecht,@FranzOnBrands|@prof_mayer|@Joern_Mueller|@klotzkette|@MattHGoldmann|@profkainer|@rmellinghoff|@P_VanElsuwege|@DarrenHarvey_|@WyborczaEnglish|@ConstPol|@thkirchner|@hplehofer|@SDittl|@Chr_Rath|@ChrisPrantner|@repasi|@NoonanJoe|@CBudras|@EU_Commission|@vonderleyen|@PBahners|@BVerfG|@hmheinig|@ChristophMllers|@KLeikert|@katarinabarley|@EuropeanCentral,negative,EU,0,2
HHirte16099713001,HHirte,TRUE,2021-01-06T22:15:00Z,"Trump Nach 4 Minuten und ueber 50.000 Likes in dieser Zeit wurde dieser Tweet von blockiert. Mein Herz blutet, wenn ich mit erleben muss, mit welchem Hass und Populismus die Demokratie in den USA mit Fuessen tritt.","Nach 4 Minuten und ueber 50.000 Likes in dieser Zeit wurde dieser Tweet von blockiert. Mein Herz blutet, wenn ich mit erleben muss, mit welchem Hass und Populismus die Demokratie in den USA mit Fuessen tritt.",2,25,6110,Köln am Rhein,41,2021,1,1,41,175,❤|🇺🇸,#Demokratie|#USA,@Twitter|@realDonaldTrump,negative,Trump,0,5
HajdukBundestag15444502201,HajdukBundestag,TRUE,2018-12-10T13:57:00Z,"Klimaschutz Es ist ein wichtiges politisches Zeichen, dass heute der Nobelpreis fuer Wirtschaftswissenschaften u.a. an William Nordhaus geht. Er verbindet Klimawandel mit Wachstum berechnet auch die hohen Kosten der Erderwaermung. Gute Erinnerung puenktlich zum Endspurt der COP24","Es ist ein wichtiges politisches Zeichen, dass heute der Nobelpreis fuer Wirtschaftswissenschaften u.a. an William Nordhaus geht. Er verbindet Klimawandel mit Wachstum berechnet auch die hohen Kosten der Erderwaermung. Gute Erinnerung puenktlich zum Endspurt der COP24",2,6,1864,"Hamburg/Berlin, Germany",38,2018,12,50,16,65,🌍,#Nobelpreis|#Klimawandel|#COP24,NA,positive,Klimaschutz,0,11
HajdukBundestag15518854801,HajdukBundestag,TRUE,2019-03-06T15:18:00Z,"EU Jetzt entsteht ein europaeischer Flickenteppich,das ist das falsche Signal.Wir sollten doch gerade vor der Europawahl beweisen,dass die EU gemeinsam starke und effektivere Loesungen bieten kann.Bei der Digitalsteuer wurde Chance vertan, auch wg. bremsender Bundesregierung","Jetzt entsteht ein europaeischer Flickenteppich,das ist das falsche Signal.Wir sollten doch gerade vor der Europawahl beweisen,dass die EU gemeinsam starke und effektivere Loesungen bieten kann.Bei der Digitalsteuer wurde Chance vertan, auch wg. bremsender Bundesregierung",3,7,1864,"Hamburg/Berlin, Germany",38,2019,3,10,19,78,NA,NA,NA,negative,EU,0,2
HeikeHaensel15169744201,HeikeHaensel,TRUE,2018-01-26T13:47:00Z,"WEF Es ist eine Schande, dass Gruender Klaus Schwab, die Steuerreform von Trump in den hoechsten Toenen gelobt hat. Damit zeigt das wef18 sein wahres Gesicht: Milliardengeschenke an Reiche u Konzerne auf Kosten der Allgemeinheit werden hier gefeiert u organisiert. WEF abschaffen!","Es ist eine Schande, dass Gruender Klaus Schwab, die Steuerreform von Trump in den hoechsten Toenen gelobt hat. Damit zeigt das wef18 sein wahres Gesicht: Milliardengeschenke an Reiche u Konzerne auf Kosten der Allgemeinheit werden hier gefeiert u organisiert. WEF abschaffen!",10,22,7921,Berlin,43,2018,1,4,5,19,NA,#Trump|#wef18,@wef,negative,WEF,0,3
HeikeHaensel15227751601,HeikeHaensel,TRUE,2018-04-03T17:06:00Z,"Russland Nach der vorschnellen Ausweisung russischer Diplomaten und der Aussage, es gaebe Fakten und Indizien, die nach Russland weisen, hat Aussenminister Maas seinen ersten handfesten Skandal produziert, der nicht ohne Folgen bleiben darf Skripal Russland","Nach der vorschnellen Ausweisung russischer Diplomaten und der Aussage, es gaebe Fakten und Indizien, die nach Russland weisen, hat Aussenminister Maas seinen ersten handfesten Skandal produziert, der nicht ohne Folgen bleiben darf Skripal Russland",10,9,7921,Berlin,35,2018,4,14,8,29,NA,#Maas|#Skripal|#Russland,NA,negative,Russland,0,8
