last_name;first_name;wahlkreis_name;party;bundesland;unemployment_rate;share_pop_migration;username;followers_count;created_at;full_text;favorite_count;retweet_count;label
Polat;Filiz;Osnabrück-Land;gruene;Niedersachsen;3.6;19.4;filizgreen;4465;2018-12-03T06:35:00Z;"Im Kampf um den CDU-Vorsitz beginnt wie erwartet der Wettstreit, um die härteste Migrationspoltik. Nun stimmt auch #AKK Annegret
Kramp-Karrenbauer in den Reigen von @jensspahn und @_FriedrichMerz ein. Auf Kosten der Schwächsten Politik zu machen ist schäbig. 👎🏼";26;9;negative
Leikert;Dr. Katja;Hanau;cdu_csu;Hessen;4.7;24.6;kleikert;4954;2018-12-03T08:27:00Z;Die gute 🇪🇺-Nachricht der Woche: Die EU macht grenzenloses Online-Shopping ab heute einfacher und fairer. Ausländische Kunden dürfen bei Online-Käufen innerhalb der EU finanziell nicht mehr benachteiligt werden. Auch das ist #DeinEuropa. https://t.co/eKV9R52kxX;22;5;positive
Hellmich;Wolfgang;Soest;spd;Nordrhein-Westfalen;6;20.4;HellmichMdB;2206;2018-12-03T17:15:00Z;Heute zu Besuch in Bad Sassendorf: Mein Kollege Arno Klare, MdB, Mitglied im Ausschuss für Verkehr und Infrastruktur und im Untersuchungsausschuss für den Abgasskandal. In einer offenen Diskussion reden wir bei gut gefüllten Raum über die Zukunft des Diesels.;3;0;positive
Hirte;Christian;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;cdu_csu;Thueringen;6.8;3;christianhirte;6604;2018-12-07T08:30:00Z;Historisch spannender #cdupt18 beginnt. Es wird ein guter Tag für die @CDU und für Deutschland. Ich bin optimistisch, dass wir eine gute Wahl treffen werden. Dass ist mit drei hervorragenden Kandidaten auch einfacher 😉 @_A_K_K_ @_FriedrichMerz @jensspahn;4;1;positive
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2018-12-07T14:56:00Z;"#CDU und #SPD holen IS-Kinder nach 🇩🇪 Sie werden von den Behörden """"""""nicht in Hinblick auf eine mögliche Radikalisierung, sondern als Opfer ihrer Eltern"""""""" betreut“ und bei Verwandten untergebracht. Wie radikal sind die? Irre.
#Bananenrepublik
#Deutschlandistkaputt https://t.co/MNFmashIoH";7;1;negative
Hardt;Jürgen;Solingen – Remscheid – Wuppertal II;cdu_csu;Nordrhein-Westfalen;8.9;29.7;juergenhardt;5623;2018-12-08T09:16:00Z;Nach inspirierender Rede von @ManfredWeber jetzt Austausch mit Vertretern Nordischer und Baltischer Staaten. Müssen Europa stark, handlungsfähig und zukunftsfest machen! @cdu @cducsubt @EPP #cdupt18 https://t.co/fnGr6IRVoM;9;2;positive
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2018-12-08T12:45:00Z;Zum #Antikorruptionstag passt es doch, dass in der nächsten Woche weitere Entwicklungen im Fall Karin #Strenz zu erwarten sind! Endlich! Korruption darf sich nicht auszahlen, sondern sie muss bestraft werden! #Europarat #Aserbaidschan @PiaRatz @claudi @NDRinfo @Nordkurier #PACE;3;3;positive
Diaby;Dr. Karamba;Halle;spd;Sachsen-Anhalt;9.8;6.4;KarambaDiaby;50858;2018-12-10T12:33:00Z;"""""""""Es ist besser, eine Kerze anzuzünden, als die Dunkelheit zu verfluchen"""""""", erklärte Eleanor Roosevelt, die die Menschenrechte vor 70 Jahren voranbrachte. Die Menschenrechtserklärung ist seitdem die größte Kerze, die wir haben. #TagderMenschenrechte";375;55;positive
Hajduk;Anja;Hamburg-Nord;gruene;Hamburg;7.1;28.3;HajdukBundestag;1864;2018-12-10T13:57:00Z;"Es ist ein wichtiges politisches Zeichen, dass heute der #Nobelpreis für Wirtschaftswissenschaften u.a. an William Nordhaus geht. Er verbindet  #Klimawandel mit Wachstum &amp; berechnet auch die hohen Kosten der Erderwärmung. Gute Erinnerung pünktlich zum Endspurt der #COP24  🌍";6;2;positive
Bernhard;Marc;Karlsruhe-Stadt;afd;Baden-Wuerttemberg;4.7;30.5;MarcBernhardAfD;3966;2018-12-11T15:12:00Z;Unverantwortlich und skandalös: Bundesumweltministerin #Schulze (SPD) will die #DeutscheUmwelthilfe weiterhin finanziell fördern! #Toyota hat angekündigt, die finanzielle Unterstützung der Umwelthilfe nach 20 Jahren einzustellen. Ich fordere: kein Geld mehr für die #DUH! https://t.co/ryj0MEcoiD;11;4;negative
Maas;Heiko;Saarlouis;spd;Saarland;5.5;16.1;HeikoMaas;434412;2018-12-12T04:35:00Z;Wir sind tief erschüttert vom Anschlag in #Straßburg und verurteilen diese feige Tat. Unsere Gedanken sind bei den Opfern, unser Mitgefühl gilt ihren Angehörigen. Wir tun alles, um unseren französischen Freunden beizustehen.;777;147;negative
Bernhard;Marc;Karlsruhe-Stadt;afd;Baden-Wuerttemberg;4.7;30.5;MarcBernhardAfD;3966;2018-12-12T16:18:00Z;"Was für eine „Überraschung“ - jeder dritte Häftling ist #Ausländer. #Doppelpass-Häftlinge werden in der Statistik als Deutsche ausgewiesen. Die tatsächliche Zahl der Häftlinge mit Migrationshintergrund ist also noch viel größer. Ein trauriges #Deutschland.
https://t.co/EBam9QBFRj";13;9;negative
Leikert;Dr. Katja;Hanau;cdu_csu;Hessen;4.7;24.6;kleikert;4954;2018-12-13T09:11:00Z;"„Es ist unsere Aufgabe, die Europäische Union zu schützen – insbesondere vor politischer Dummheit."""""""" Hier meine Rede zum #Brexit heute Vormittag im Deutschen Bundestag. @cducsubt #eu #bettereurope https://t.co/rg5EpRqoOZ";26;7;negative
Mrosek;Andreas;Dessau – Wittenberg;afd;Sachsen-Anhalt;9.1;3.2;mrosek1958;2432;2018-12-17T20:04:00Z;Immunität von Grünen-Abgeordneter soll aufgehoben werden https://t.co/kCRwAgb4JA via @zeitonline Frau Bayram meint, das sei reine Formsache und würde bei Gericht durchgewunken! Da könnte sie sogar recht haben, aber nicht das Recht haben! Rechtsbeugung ist ja schon Alltag!;6;4;negative
Bause;Margarete;München-Ost;gruene;Bayern;4.5;34.3;MargareteBause;6874;2018-12-20T11:53:00Z;"Endlich eine gute Nachricht aus  #Ägypten! Kairoer Strafgericht hat die Freilassung von #amalfathy angeordnet. Der Einsatz hat sich gelohnt. Danke @amnesty @amnesty_de!

Egypt to bail Amal Fathy, jailed for 'fake news' after harassment complaint https://t.co/WswbLJZ7gF";50;11;positive
Kipping;Katja;Dresden I;linke;Sachsen;7.1;7.3;katjakipping;119692;2018-12-20T20:58:00Z;Drohungen von #Erdogan, nach dem US-Abzug in #Rojava zu intervenieren, zeigt das Desaster der dt. Türkeipolitik. Nach #Afrin droht eine neue humanitäre Katastrophe im demokratischen Nord-#Syrien. Die #BuReg muss jetzt die #YPG als Kraft gg den IS anerkennen, bevor es zu spät ist.;230;94;negative
Frohnmaier;Markus;Böblingen;afd;Baden-Wuerttemberg;3.1;30.8;frohnmaier_afd;2599;2018-12-22T06:36:00Z;@ArasBacho Sex-Attacken sind keine Rufmordkampagne! Sexuelle Belästigung ist eine Straftat in Deutschland! Bacho verhöhnt die Opfer und gehört abgeschoben! Ich bezahle der Bundesregierung gerne das Ticket! @SawsanChebli  #DEUTSCHLANDSICHERERMACHEN https://t.co/CkOe1ZLBWc;0;0;negative
Strengmann-Kuhn;Dr. Wolfgang;Offenbach;gruene;Hessen;6.6;36.8;W_SK;7115;2019-01-01T17:17:00Z;"@katjahusen Sie schreibt: """"""""Einzelfallhilfe bleibt abgeschafft."""""""" Das ist Unsinn und darauf bezog sich mein Tweet. 
Lasst uns eine konstruktive und keine Ideologie-Debatte führen! Da sind wir doch als Grüne auch dabei und auf einem guten Weg zu einer Grünen Alternative zu Hartz IV. .";0;0;negative
Leikert;Dr. Katja;Hanau;cdu_csu;Hessen;4.7;24.6;kleikert;4954;2019-01-01T19:44:00Z;@dneuerer @DIHK_News Guter Anfang! Die Wirtschaft sollte jetzt auch Fahrt aufnehmen für eine engagierte pro-EU-Kampagne. #EU;0;0;positive
Stefinger;Dr. Wolfgang;München-Ost;cdu_csu;Bayern;4.5;34.3;StefingerMdB;1373;2019-01-05T06:58:00Z;@csu_bt beschließt in #seeon19 Werkswohnungen steuerlich zu begünstigen. Für die Pflegewohnungen in Berg am Laim ein sehr gutes Signal! #wirhandeln;1;0;positive
Schreiner;Felix;Waldshut;cdu_csu;Baden-Wuerttemberg;3.4;21;felixschreiner;1413;2019-01-05T22:11:00Z;Zum Jahresauftakt gabs eine Klausurtagung mit meinem Team.   Voller Motivation, mit vielen Ideen und Vorhaben gehen wir das neue Jahr an. Und was das wichtigste ist, wir haben Spaß an unserer Arbeit. #lovemyjob #nichtohnemeinteam #teamwork #motivation https://t.co/XjSqiDj9qm;13;0;positive
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2019-01-07T10:35:00Z;"Es ist nicht hinnehmbar, wie die Berliner Polizei unter Rot-Rot-Grün zu Grunde gerichtet wird. Nur wer geistig und körperlich die Anforderungen des Polizeiberufs erfüllt und vor allem charakterlich dafür geeignet ist, darf Polizeibeamter werden!
➡️ https://t.co/DTbH6xOMb6 https://t.co/rDYjrneUKw";33;12;negative
Huber;Johannes;Freising;afd;Bayern;2.2;16.9;HuberMdB;1841;2019-01-07T12:10:00Z;"Ein wichtiger Sieg! 

Die öffentliche Anhörung der Petition gegen den UN-Migrationspakt findet am kommenden Montag, den 14.1.2019 um 12.00 Uhr im... https://t.co/xbs1bNm6yr";102;37;positive
Jarzombek;Thomas;Düsseldorf I;cdu_csu;Nordrhein-Westfalen;7.7;32.9;tj_tweets;15882;2019-01-14T06:26:00Z;@moritzkoerner @Europarl_DE Und trotz all dessen versteht kein Bürger, wie Gesetze in Brüssel entstehen. Diese gahze Transparenzdebatte kann man führen, sie geht aber an der Lebenswirklichkeit der meisten Wähler vorbei.;1;0;negative
Haßelmann;Britta;Bielefeld – Gütersloh II;gruene;Nordrhein-Westfalen;8.6;32.7;BriHasselmann;20299;2019-01-14T12:33:00Z;"Union und SPD müssen sich beim Thema #Grundsteuer endlich zusammenreißen und jetzt zu einem Ergebnis kommen. Denn die Zeit wird knapp. Das Gezerre um die Grundsteuer ist ein fahrlässiges Spiel auf dem Rücken der #Kommunen. 
https://t.co/CVuPkH1Rnu";22;2;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2019-01-14T16:42:00Z;Schreckliche Berichte über die Situation der #LGBTI in #Tschetschenien. Die Verantwortung für die bestialischen Verbrechen von #Kadyrow trägt die russische Regierung in Moskau! #FreeOyubTitiev @RainbowRose_PES @socpace @PACE_News @coe @stefanschennach @YvesCruchten @mariannemikko;2;0;negative
Polat;Filiz;Osnabrück-Land;gruene;Niedersachsen;3.6;19.4;filizgreen;4465;2019-01-15T08:02:00Z;Tolles Signal aus #Trier: Mit großer Mehrheit hat der Stadtrat die Stadtverwaltung dazu veranlasst, die Bundesrepublik Deutschland zu einer umfassenderen Aufnahme von geflüchteten Personen aufzurufen. Reagiert #Seehofer darauf? https://t.co/DGAECDPIWN @_Seebruecke_ @gruene_rlp https://t.co/ilM4ZUjrSU;30;9;positive
Heider;Dr. Matthias;Olpe – Märkischer Kreis I;cdu_csu;Nordrhein-Westfalen;5.5;23.1;MatthiasHeider;1647;2019-01-16T09:29:00Z;"Was jetzt von den britischen Inseln auf uns zu kommt ist mehr als eine Schlechtwetterfront.
Wir werden jetzt im Bundestag alle Vorkehrungen treffen, um die Auswirkungen eines harten BREXIT auf Deutschland abzumildern! https://t.co/PYBTxFW8mO";5;1;positive
Bause;Margarete;München-Ost;gruene;Bayern;4.5;34.3;MargareteBause;6874;2019-01-17T07:37:00Z;"Kluge, engagierte, berührende Rede von Rita Süssmuth in der heutigen Feierstunde im #Bundestag zu 100 Jahre #Frauenwahlrecht: """"""""Für mich ist heute ein Menschenrechtstag"""""""". So ist es!";37;9;positive
Klingbeil;Lars;Rotenburg I – Heidekreis;spd;Niedersachsen;5.7;12.8;larsklingbeil;75556;2019-01-17T09:46:00Z;#100JahreFrauenwahlrecht – feiern wir heute im #Bundestag. Im Kampf für das #Frauenwahlrecht standen vor allem Sozialdemokratinnen an der Spitze – das macht mich stolz. Aber es gibt noch viel zu tun: Wir wollen 50:50 im Parlament. Dafür kämpfen wir! https://t.co/7buWJiinLB;210;27;positive
Kipping;Katja;Dresden I;linke;Sachsen;7.1;7.3;katjakipping;119692;2019-01-17T18:02:00Z;"Ihre Texte sind für mich eine Quelle der Inspiration. Allein was sie zu revolutionärer Realpolitik schreibt!  Sie zu lesen, hilft die Alltagskämpfe mit dem sozialistischen Fernziel zu verbinden. Mein Gespräch zu Rosa #Luxemburg mit @mdrde
https://t.co/JwQdoh8di2";57;14;positive
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2019-01-18T07:59:00Z;A. Baerbock, die personifizierte grüne Tralala-Politik, plappert wieder im Staatsfunk. Wer bezahlt die Einzelfallprüfungen mutmaßlicher #Flüchtlinge und zumeist Armutsmigranten? Der deutsche Steuerzahler! Nur noch #AfD #AfDimBundestag Illegale #Migration endlich stoppen https://t.co/vROWw144Y1;63;25;negative
Renner;Martina;Erfurt – Weimar – Weimarer Land II;linke;Thueringen;6.8;6.6;martinarenner;19587;2019-01-20T08:30:00Z;Wenn #VS bei Vorbereitung von Straftaten wegsieht, dann ist mit Sicherheit ‚Quellenschutz’ im Spiel. Und im LKA Berlin müssen endlich rechte Seilschaften ausgemacht und rausgeworfen werden. Vielleicht klappt es dann mit Strafverfolgung bei Neonazis und Schutz der Opfer. #Neukölln https://t.co/1izQd95lft;97;63;negative
Schwartze;Stefan;Herford – Minden-Lübbecke II;spd;Nordrhein-Westfalen;5.7;25.7;s_schwartze;3948;2019-01-22T06:22:00Z;"#BrexitDeal Der Kurs der britischen Regierung ist ein reines Pokerspiel. Keine neuen Ideen, sondern Druck aufbauen und hoffen das das Parlament oder die EU schon nachgeben wird.  
Das ist unglaublich verantwortungslos und kann besonders für die Briten schlimme Folgen haben!";6;1;negative
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2019-01-22T06:56:00Z;"Heute in #Aachen: Neuer Dt.-frz. Vertrag. Ein Punkt: „Kulturelle Vielfalt fördern“. Also noch mehr #Afrika #Islam, Banlieues+Clans, #Migration?! #Europa ist seit Jahrhunderten bunt und vielfältig genug. #AfD #AachenerVertrag #Merkel #Macron 
https://t.co/ui9KoFkp0o https://t.co/SU3eMonCuW";32;16;negative
Brantner;Dr. Franziska;Heidelberg;gruene;Baden-Wuerttemberg;4.3;25.7;fbrantner;9773;2019-01-22T16:20:00Z;Beim #AachenerVertrag ging es #Macron nicht um Pathos, sondern um konkrete Schritte zur Stärkung EU. Am Ende ist für Europa aber nicht viel mehr rausgekommen als Pathos. Der kann helfen, aber Herausforderungen verlangen mehr. Deutsche Bremse. @braunsteff https://t.co/i8M43OBGiw;5;1;negative
Haßelmann;Britta;Bielefeld – Gütersloh II;gruene;Nordrhein-Westfalen;8.6;32.7;BriHasselmann;20299;2019-01-22T17:46:00Z;Landwirtschaftsministern Klöckner versucht sich rauszureden.Dabei haben Union u.SPD nicht den politischen Willen u.die Kraft #Ferkelkastration endlich zu verbieten.Stattdessen knicken sie ein vor Lobbyinteressen.  #Tierschutz u.eine #Agrarwende sind nötig! https://t.co/mN8OA5RkEy;42;7;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2019-01-25T07:03:00Z;Es schließt sich zusammen was nicht zusammengehört. Die neue rechtsextreme Fraktion in der Parlamentarischen Versammlung des Europarats stellt Länder und Menschen gegeneinander und tritt die Werte des Europarats mit Füßen. #AfD #LegaNord #FPÖ #Europarat @socpace @spdbt;5;1;negative
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2019-01-25T07:32:00Z;"Sogar #Juden in der #AfD wird damit das Gedenken an den #Holocaust verboten. #Deutschland ist krank. Sehr krank. Wie benennen das unsere Bessermenschen? Gruppenbezogene Menschenfeindlichkeit und #Rassismus. #Buchenwald 
#HolocaustMemorialDay https://t.co/WqqYrDn0Qg";204;101;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;107693;2019-01-26T15:00:00Z;"Ein wirkliches Recht auf Information zum Schwangerschaftsabbruch für alle Frauen sowie Rechtssicherheit für Ärztinnen &amp; Ärzte sollte selbstverständlich sein! In 30 Städten sind wir Frauen heute auf der Straße, damit es endlich kommt. #wegmit219a #mybodymychoice @GrueneBundestag https://t.co/UgPq4TtRb1";200;29;positive
Luczak;Dr. Jan-Marco;Berlin-Tempelhof-Schöneberg;cdu_csu;Berlin;9.4;24.1;JM_Luczak;5202;2019-01-27T09:24:00Z;Heute gedenken wir der #Opfer des #Nationalsozialismus. Der Tag mahnt uns zur Verantwortung gegenüber Allem, was unsere offene u tolerante Gesellschaft bedroht. Ich finde, der Bundestag sollte auch der #homosexuellen NS-Opfer Gedenkstunde widmen! @Queerspiegel @queer_de @TspLeute https://t.co/lh2NfS8gUX;36;10;negative
Gremmels;Timon;Kassel;spd;Hessen;7.3;24.7;Timon_Gremmels;3770;2019-01-27T13:02:00Z;Nie wieder #Auschwitz, nie wieder #holocaust - das ist unser historischer Auftrag. Wehret den Anfängen! #weremeber #kassel https://t.co/7vJbNRUKY4;18;0;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2019-01-29T16:21:00Z;Wir hatten den Verdacht ja schon immer,aber schön, daß @annewill das hier jetzt auch mal öffentlich bestätigt: Der ör- #GEZ - Staatsfunk betreibt nicht Aufklärung,sondern Politik. Wessen Argumente nicht passen, wird nicht eingeladen.Die haben ihre eigene Agenda-auf unsere Kosten. https://t.co/Qvf6bEDLCw;553;194;negative
Müller;Alexander;Rheingau-Taunus – Limburg;fdp;Hessen;4.8;17.8;alexmuellerfdp;1538;2019-01-31T13:25:00Z;#Polen war nicht nur das 1. Angriffsziel Deutschlands, sondern wurde nur 16 Tage später auch von der #Sowjetunion angegriffen. Seinen Opfern in einem gemeinsamen Denkmal mit den sowjetischen Opfern des NS-Vernichtungskrieges zu gedenken, wäre ein Zeichen mangelnder #Empathie. 1/6;6;1;negative
Mast;Katja;Pforzheim;spd;Baden-Wuerttemberg;4.3;31.1;KatjaMast;2198;2019-01-31T14:55:00Z;Super: in #Brandenburg wurde heute Deutschlands erstes #Paritätsgesetz beschlossen! In Zukunft heißt es, die Hälfte der Macht für Frauen. Ein gutes Signal für die Bundesebene! #Parität ist möglich - in Frankreich übrigens schon seit 2001.;10;0;positive
Buchholz;Christine;Offenbach;linke;Hessen;6.6;36.8;ch_buchholz;8837;2019-02-01T10:03:00Z;Trump will heute den Atomwaffensperrvertrag aufkündigen. Das heizt weltweit die Rüstungsspirale und die Kriegsgefahr massiv an. Atomwaffenverbot jetzt! und Atomwaffen abschaffen! #INF #atomwaffenfrei #wettrüsten #nuclearban @dieLinke @Linksfraktion https://t.co/5DmqTvQvhL;64;17;negative
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2019-02-01T12:45:00Z;@extra3 @MatthiasMeisner Die #AfD steht praktisch bei allen Medien auf der ‚Schwarzen Liste‘. Die Partei wird ignoriert und über ihre Vorschläge oder Anträge nicht berichtet. Also hier besser nicht so rumjammern und das 4.Reich herbeischwadronieren. #Doppelstandards;3;1;negative
Riexinger;Bernd;Stuttgart II;linke;Baden-Wuerttemberg;5;38.6;b_riexinger;38584;2019-02-01T13:52:00Z;Es ist verheerend, dass die #USA jetzt aus dem #INFVertrag aussteigen. Die #Abrüstungsabkommen waren auch dazu da einen #Atomkrieg zu vermeiden.  So ein Vertrag zu #Atomwaffen sollte kein Spielball einer #Realityshow a la #Trump sein, sonst gibt es bald keine #reality mehr.;126;30;negative
Barrientos;Simone;Würzburg;linke;Bayern;3;16.3;SBarrientosK;1551;2019-02-02T08:41:00Z;Es ist ein Skandal, dass die Bundesregierung sich darauf einigt, Frauen weiterhin zu entmündigen und gesundheitliche Aufklärung zu verhindern. #wegmit219a. DIE LINKE kämpft für einen legalen Zugang zu Abtreibungen und für das Informations- und Selbstbestimmungsrecht der Frauen.;0;0;negative
Brugger;Agnieszka;Ravensburg;gruene;Baden-Wuerttemberg;3;20.1;agnieszka_mdb;10783;2019-02-03T07:24:00Z;"Ich bekenne: Ich bin jetzt ein #Grundsatzprogramm Fangirl. So viele tolle Impulse, so viel Begeisterung bei über 400 alten &amp; neuen Mitgliedern, so viel Sinn &amp; so viel Spaß - das war ne sehr coole Nummer von @gruenebw gestern in #Stuttgart! #neuezeitenneueantworten https://t.co/6Vl8wUKx8S";35;4;positive
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2019-02-04T08:03:00Z;"So kann es nicht weitergehen. Recht muss Recht bleiben und auch für Migranten gelten. Wer sich illegal hier aufhält, ist konsequent abzuschieben. Wenn die Länder ihre Pflicht nicht umsetzen, muss der Bund diese Aufgabe wahrnehmen! #Abschiebungen #AfD
https://t.co/1FCw3ITDrp";101;45;negative
Höchst;Nicole;Kreuznach;afd;Rheinland-Pfalz;6.4;17.7;Nicole_Hoechst;3882;2019-02-05T00:11:00Z;"Illegale Einwanderung nach Europa wird verherrlicht &amp; in die Köpfe unserer Kinder indoktriniert. Eltern sollten bei solch einer Indoktrination in den Schulen auf die Barrikaden gehen! #Sicherheit #Identität #Rechtsstaatlichkeit #AfD https://t.co/0lMMW9klYS https://t.co/qcL6RWM6bc";76;48;negative
Luczak;Dr. Jan-Marco;Berlin-Tempelhof-Schöneberg;cdu_csu;Berlin;9.4;24.1;JM_Luczak;5202;2019-02-06T11:22:00Z;#r2G versagt beim #Wohnungsbau auf ganzer Linie und wird den selbst gestellten Anforderungen nicht gerecht. Ein #Trauerspiel, dass die Menschen in unserer Stadt ausbaden müssen. #Abtreten! @CDUBerlin_AGH @cducsubt @TspLeute @BerlinGestalter @BFWBund @ZIAunterwegs @ivd_immobilien https://t.co/DAmz8Q5x6q;6;1;negative
Brandt;Michel;Karlsruhe-Stadt;linke;Baden-Wuerttemberg;4.7;30.5;michel_brandt_;4021;2019-02-06T15:21:00Z;Dieses Plakat ist ein billiger Täuschungsversuch des @BMAS_Bund. Solange sich @die_regierung weiter gegen verbindliche Menschenrechtspflichten für Konzerne stellt, sind solche Kampagnen leider komplett unglaubwürdig. #BindingTreaty #Menschenrechte #BizHumanRights @Linksfraktion https://t.co/WyLB9aHJx0;22;6;negative
Hoffmann;Dr. Christoph;Lörrach – Müllheim;fdp;Baden-Wuerttemberg;3.3;22.1;HoffmannForest;1258;2019-02-08T07:40:00Z;#Trumps Vorschlag #Malpass als Chef der #Weltbank ist für diese zerstörend. #Bundesregierung und #Europa müssen  zum #Multilateralismus stehen und neuen Kandidaten vorschlagen.;0;0;negative
Lindner;Dr. Tobias;Südpfalz;gruene;Rheinland-Pfalz;4.5;17.9;tobiaslindner;6241;2019-02-10T08:24:00Z;„Es ist schon bemerkenswert, dass die Unregelmäßigkeiten bei den Abrechnungen erst jetzt auffallen. Zum anderen zeigt sich allerdings auch, dass das Konstrukt aus Rahmenvertrag mit Unterauftragnehmern solchen Machenschaften Tür und Tor öffnet.“ @BILD https://t.co/azzRfrdv01;3;1;negative
Schreiber;Eva-Maria;München-Land;linke;Bayern;2.7;22.7;mdb_schreiber;1205;2019-02-11T12:32:00Z;"Ich möchte mich zum #TagdesNotrufs bei allen Rettungskräften bedanken! Ihr leistet Großartiges und ihr habt dafür unseren Respekt und unsere Unterstützung verdient! #112live #TwitterGewitter und an alle anderen: bei Stau Rettungsgasse - erleichtert ihre Arbeit ;) https://t.co/MjG5Xl6mTk";5;0;positive
;;;;;;;PaulZiemiak;37629;2019-02-11T15:37:00Z;Die #Werkstattgespräche haben meine Erwartungen übertroffen. Die Ergebnisse von heute sollen sich in unserem #Europawahlprogamm und im #Grundsatzprogramm wiederfinden. #CDUWerkstatt @CDU;50;7;positive
Hirte;Prof. Dr. Heribert;Köln II;cdu_csu;Nordrhein-Westfalen;8.5;32.3;HHirte;6110;2019-02-11T16:39:00Z;"Geht doch! Land, Bahn &amp; NVR haben die Planungsvereinbarung zum S-Bahn-Ausbau Knoten #Köln unterzeichnet. Mit dem neuen Planungsbeschleunigungsgesetz hat der Bund bereits 2018 den Weg für effizientere Verfahren &amp; transparentere #Bürgerbeteiligung frei gemacht! @CDUFraktionK @BMVI";6;2;positive
Lay;Caren;Bautzen I;linke;Sachsen;6.9;3.2;CarenLay;9763;2019-02-12T09:22:00Z;"In #Wolfsburg sind die #Mietpreise in den letzten 10 Jahren um 67 % gestiegen. Die Wohnhäuser im Stadtteil #Westhagen wurden erst runtergewirtschaftet und werden jetzt mit Steuergeldern wieder abgerissen. Ein Lehrstück über den Irrsinn der Wohnungspolitik.
https://t.co/xpKgCGjAwJ";31;20;negative
Schmidt;Stefan;Regensburg;gruene;Bayern;2.7;18.8;Schmidt_MdB;932;2019-02-12T15:21:00Z;"Überragend! Das @VArtenvielfalt aus #Bayern für mehr Artenschutz war erfolgreich! Herzlichen Glückwunsch, liebe @Gruene_Bayern und danke an alle die sich eingetragen haben.

Eine Klatsche für @Markus_Soeder, @CSU &amp; @FREIEWAEHLER_BV!

Jetzt heißt es handeln!
#RettetdieBienen https://t.co/Kk1ujJKNMJ";3;0;positive
Spaniel;Dr. Dirk;Stuttgart I;afd;Baden-Wuerttemberg;5;38.6;DirkSpaniel;3743;2019-02-13T08:46:00Z;Die #SPD gibt offen zu, an der Zerstörung der deutschen Schlüsselindustrie zu arbeiten. Sozial? Nein. Unfassbar dumm. Wer #Arbeitsplätze aufgibt, schädigt den #Sozialstaat. Die #AfD und #AfDimBundestag treten für die #Autoindustrie und gegen unsinnige #Fahrverbote ein. https://t.co/Z7gazVLjCK;63;37;negative
Straetmanns;Friedrich;Bielefeld – Gütersloh II;linke;Nordrhein-Westfalen;8.6;32.7;FrStraetmanns;1700;2019-02-14T17:58:00Z;"Eine Folge des #Mietenwahnsinn ist die Rekordzahl von über einer Million Wohnungs- und Obdachlosen. Unser Antrag """"""""Wohnungs- und Obdachlosigkeit bekämpfen, Zwangsräumungen verhindern"""""""" steht jetzt auf der Tagesordnung: https://t.co/HiaBxaa90P @Linksfraktion";0;0;negative
Mrosek;Andreas;Dessau – Wittenberg;afd;Sachsen-Anhalt;9.1;3.2;mrosek1958;2432;2019-02-14T19:27:00Z;Landtagswahlen: Der Vormarsch der AfD in Ostdeutschland https://t.co/97U42j3N6m via @welt Der Osten kennt die Diktatur und will keine neue! Der über Jahrzehnte weichgespülte Westen müsste langsam mal aufwachen und merken, was in Deutschland passiert.;1;0;negative
Lehmann;Sven;Köln II;gruene;Nordrhein-Westfalen;8.5;32.3;svenlehmann;15570;2019-02-18T16:26:00Z;"""""""""Das ist alles nicht finanzierbar!"""""""" - heißt es bei CDUCSU + FDP oft angesichts der aktuellen Debatte um #Sozialpolitik. Gleichzeitig wollen sie aber den Soli für Spitzenverdiener streichen, Rüstungsausgaben erhöhen und an klimaschädlichen Subventionen festhalten. Nicht mit uns! https://t.co/HPqcppegvh";249;66;negative
