doc_id;full_text
KaczmarekOliver15811680751;Jeder Tag, den Kemmerich im Amt geblieben ist, hat den Schaden fuer die Demokratie und fuer das Ansehen Thueringen|s nur vergroessert. Jetzt bitte schnell ganz vom Spielfeld runter!
KaczmarekOliver15825644381;In der CDU reden sie ueber neues Personal, aber die offene Flanke nach Rechts ist noch lange nicht geschlossen. AKK ist die Vorsitzende der CDU, die das zu verantworten hat. Der sagt nur, was Sache ist! Klingbeil
KaczmarekOliver15841641471;Jetzt auch den Schutzschirm fuer Bildung und Betreuung aufspannen: Betreuung schrittweise sichern, Recht auf Unterricht digital unterstuetzen, Abitur gegenseitig anerkennen, BAfoe G bruchfrei weiter zahlen. covid19 corona schule uni
KaczmarekOliver15866807091;Auszubildende und Studierende in der Krise unterstuetzen, Ausbildung und Studium erfolgreich fortsetzen. In der naechsten Woche muessen wir vorankommen. Die SPD hat ihre Vorschlaege vorletzte Woche auf den Tisch gelegt.
KaczmarekOliver15870513451;Der Impuls der Laender ist richtig: fuer pandemiebedingte Notlagen von Studierenden braucht es eine flexible Loesung der kurzen Wege: am besten im BAfoe G. Reine Darlehensloesungen sind umstaendlich und nicht zielfuehrend. Das sieht auch die SPD im Bund und in den Laendern so.
KaczmarekOliver15898608241;Auszubildende sind die Fachkraefte von morgen! Wir muessen auch in der Coronakrise dafuer sorgen, dass alle Ausbildungen zu Ende gefuehrt und im neuen Ausbildungsjahr neue Ausbildungen aufgenommen werden koennen. Dafuer kaempfen wir jetzt als
KaczmarekOliver15937645101;Raus aus Atom, jetzt auch Kohleausstieg, dabei Arbeit und Wohlstand neu schaffen, Energiewende vorantreiben, fairer Ausstieg fuer die Bergleute. Was wir heute beschlossen haben, ist historisch und eine Chance! Guter Kompromiss fuer Kreis Unna. Gut, dass die regiert!
KaczmarekOliver15938475221;Digital unterstuetztes Lernen wird aus dem Schulalltag nicht mehr verschwinden. Also muessen wir spaetestens jetzt gute Bedingungen fuer Digitalisierung schaffen! Danke fuer die Ideen und die gute Arbeit am Thema uebrigens an
KaczmarekOliver16012213051;Ein Ergebnis mit Licht ins Schatten fuer die SPD im Kreis Unna. In jedem Fall aber ein Riesenerfolg fuer den SPD-Landratskandidaten Mario Loehr! Ein schoenes Bild fuer ihn und die SPD. Der Kreis bleibt rot! Stichwahl kommunalwahl2020 nrw
KaczmarekOliver16092600041;Insgesamt 1 Milliarde Euro fuer den Ausbau des Ganztag an Grundschulen von Bund und Laender|n. Gute Nachricht! Jetzt sollten die Laender auch bald einschlagen beim Rechtsanspruch auf Ganztagsbetreuung! Die Eltern und die Schueler*innen warten darauf.
KaiGehring15569590711;Wissenschaftspakte gehen weiter - mit Licht Schatten! Alles andere haette den Forschungs- und Innovationsstandort Deutschland in eine schwere Krise gestuerzt und international Ansehen verspielt, betonte der Gruenen-Politiker. Hochschulen Forschung
KaiGehring15580718351;IDAHOBIT im Bildungsministerium? Fehlanzeige! sieht keine Defizite bei Forschung zu Homo- und Transfeindlichkeit, obwohl es im nichts dazu gibt. Peinlich! Vielleicht mal in den Spiegel gucken und eigene Vorurteile ueberpruefen?
KaiGehring15583338181;So lange LSBTTI diskriminiert werden, queere Jugendliche ueber Selbstmord nachdenken und Gedenkstaetten geschaendet werden, kaempfen wir weiter - erst recht wenn mit der AfD die Menschenfeindlichkeit im Bundestag sitzt!
KaiGehring15585117281;Genveraendernde Eingriffe, die sich ueber Generationen immer weiter vererben? Der fordert hier ein internationales Moratorium, um das globale Ethikdumping zu verhindern. Doch das ist im leider noch nicht angekommen, zeigt die Antwort des Staatssekretaers
KaiGehring15588546631;Auf ins Wahllokal GRUeN waehlen! Fuer Zusammenhalt Klimaschutz! Fuer starke Gruene in einem demokratischen Europa. Zeigen wir den Rechten die gruene Karte! Europawahlen2019
KaiGehring15591184091;Klimaschutz verzoegern, ist der falsche Ratschlag von Karliczek, die noch nicht mal Teil des Klimakabinett|s ist. Klimapolitik ohne Forschung ist wie Segeln ohne Kompass. CDU hat den Schuss immer noch nicht gehoert. via fuer Osnabrueck
KaiGehring15610199341;Belarus ist als letzte Diktatur Europas und letztes europaeisches Land, das die Todesstrafe vollstreckt, menschenrechtlich eine Katastrophe. Internationale Sportveranstaltungen, mit denen sich die Machthaber schmuecken koennen, haben dort nichts verloren! Europaspiele
KaiGehring15617085671;50 Jahre nach Stonewall standen gestern Nacht die LGBTI-Rechte im Mittelpunkt des Bundestags: Viel wurde erreicht, viel ist noch zu tun! Wir lassen nicht locker nehmen die Bundesregierung in die Verantwortung - hierzulande weltweit Stonewall50 Pride2019
KaiGehring15664598411;Sao Paulo im Dunkeln, da riesige Gebiete im Amazonas Pantanal verbrennen. 2019 hat es in Brasilien schon 71.500 Waldbraende gegeben - fatal! Bolsonaro muss Brandrodung und Braende im Regenwald stoppen, sonst zerstoert er das Weltklima. Klimaschutz
KaiGehring15664767641;Eins der vielen Beispiele dafuer, dass die neue FDP ganz die alte ist! Geschlechtergerechtigkeit gibts nicht im freien Spiel der Kraefte oder von ganz allein, sondern es braucht u.a. familienfreundliche Hochschulen und Wissenschaftseinrichtungen.
KaiGehring15683713091;Chancengerechtigkeit in der Bildung und Forschung For Future gibts nicht zum Nulltarif! Darum ist es zukunftsvergessen, dass der Haushalt des im naechsten Jahr stagniert. Welche Loesungen bieten wir Im Bundestag hab ichs erklaert
KaiGehring15693432161;Von Glueckwuensche an zu deiner Wiederwahl als Parlamentarische Geschaeftsfuehrerin von - du machst es toll! Schoen, dass wir seit LaVo-Zeiten so gut zusammenarbeiten
KaiGehring15707991431;Fuer 5.500 Erstis beginnt in diesen Tagen das Studium an der Uni Duisburg-Essen! Euch alles Gute fuers Studium, nutzt die Zeit zum Horizonterweitern! Denn Unizeit ist mehr als Lernen
KaiGehring15711359371;Unsaeglich, empoerend hochdramatisch: derzeit sind allein 70.000 Kinder in Nordsyrien auf der Flucht - mehr als doppelt soviele duerften auf humanitaerehilfe angewiesen sein! Den Krieg stoppen!
KaiGehring15712168921;Berufsbildungsgesetz: Sozialpartner, Laender, Wissenschaft laufen Sturm gegen Umbenennung beruflicher Abschluesse. ich appellieren an Ministerin Karliczek: Nehmen Sie ihren Vorschlag zurueck machen den Weg frei fuer einen Kompromiss.
KaiGehring15712402131;Fuer jeden Ausschuss im Bundestag ist ein rechtsextremer Vorsitz eine schlimme Zumutung. Als Rechtsausschuss-Vositzender ist Brandner mit seinen regelmaessigen braunen Entgleisungen besonders untragbar. Danke Bundestag noafd
KaiGehring15723429221;Alle kapiert? Waehler*innen der AfD sind fuer Muslime, Juden, People of Color, LSBTTI Zuwanderer keine abstrakten Wahlergebnisse, sondern sind reale Risiken Bedrohungen! ltwth19 noafd
KaiGehring15726875021;Vollste Solidaritaet, lieber Morddrohungen sind uebelst und muessen hart bestraft werden. Sie werden dich nicht einschuechtern! Ekelhaft, wie Faschisten sich gebaerden. Alle Demokrat*innen stehen hinter dir! Wir Sind Mehr cemoezdemir wirsindcem
KaiGehring15730692301;Besorgte Buerger aus Regionen mit geringster kultureller Vielfalt fuerchten Untergang des Abendlandes. Sorgen ernst nehmen! 11.000 Wissenschaftler*innen warnen eindringlich vor globaler Klimakatastrophe. Die uebertreiben aber! Hey Deutschland, is nicht dein ernst!
KaiGehring15736589821;Hat Ministerin in China Menschenrechte und Wissenschaftsfreiheit angesprochen? Was tut das um Forscher*innen und Studierende gegen Bedrohungen zu schuetzen? Das wollte ich vom Staatssekretaer wissen und der kommt dabei ganz schoen ins Schwimmen.
KaiGehring15742380661;30 Jahre: Wir feiern Kinderrechte! Anspruch Realitaet klaffen weit auseinander: aufwachsen in Armut, mit Hunger, im Krieg ist schlimm. Kinder sind hier weltweit besser zu schuetzen: Sie haben Rechte sind Zukunft! Menschenrechte
KaiGehring15742635291;Wissenschaft geniesst besonders hohes Vertrauen in unserer Gesellschaft und viele Menschen erwarten, dass sich Wissenschaftler*innen mit Bedacht in politische Debatten einbringen. Das ist ermutigend und zugleich eine grosse Verantwortung!
KaiGehring15764234641;Koennen wir bitte diskutieren, warum die Regierungschefs nicht in der Lage sind, das Weltklima zu retten - statt ueber Bahnreise? Hoert endlich auf, Klimschutz zu vermasseln von diesem Wahnsinn abzulenken! COP25
KaiGehring15789775081;Ozeane werden immer waermer: Noch nie waren die Meere so warm wie im vergangenen Jahr. Forscher warnen: Temperaturanstieg durch den Klimawandel fuehrt zu Extremwetter Braenden wie in Australien.
KaiGehring15821877181;Es reicht! LGBT-freie Zonen in der EU sind Bullshit, eine Schande und nicht hinnehmbar! Fuer LGBTI* gelten gleiche Menschenrechte und Diskriminierungsschutz! Bruessel muss das durchsetzen garantieren - sonst sanktionieren! Polen
KaiGehring15827513691;Sterben ist die existenziellste aller Fragen, hier sollte sich der Staat zurueckhalten. Selbstbestimmung geht vor. Mir wichtig: Mit Hilfe zum Suizid darf kein Profit gemacht werden. Sterbehilfe-Vereine sollen klaren Transparenzregeln Dokumentationspflichten unterliegen.
KaiGehring15827520791;Waehrend die Angst vor COVID19 (...) weiter waechst, geraet eine andere Krankheit beinahe in Vergessenheit: Die Grippewelle hat in den vergangenen Wochen hierzulande an Dynamik gewonnen. Gute Haendehygiene, Nies- und Husten-Etikette wirken! Praevention
KaiGehring15827524321;Wir stehen an eurer Seite, lieber Robert Toni! Wer Migrant*innen hasst, bedroht auch ihre Fuersprecher. Widerwaertig! Zusammen kaempfen wir weiter gegen Rechtsterroristen geistige Brandstifter des braunen Sumpfs! nonazis GruppeS
KaiGehring15828063871;Essen endlich zur Fahrradstadt entwickeln! Es braucht ein Radwegenetz beste Infrastruktur, damit mehr Essener*innen gern und sicher radeln und klimaneutral ans Ziel kommen Unterstuetzt den fuer eine nachhaltige Mobilitaet! Rad Entscheid Essen Essen Steigt Auf
KaiGehring15833131411;Der Einsatz fuer gleiche Rechte fuer alle Menschen ist wichtiger denn je. Es gibt weltweit eine Gegenbewegung, die sich besonders gegen Frauen und LSBTTI richtet. Lasst uns die Menschenrechte weiter gemeinsam verteidigen!
KaiGehring15833459111;Karliczek und Gro Ko haben das BAfoe G abstuerzen lassen. Trotz Novelle gehe es weiter abwaerts. Man habe auf 100.000 zusaetzliche Empfaenger gehofft. Doch nun wird offenbar nicht einmal diese bescheidene Zahl erfuellt. - mit Kollegin
KaiGehring15834372131;Wir wollen Erasmus-Programm staerken ausbauen, Mittel dafuer vervielfachen. Bildungsmobilitaet ist fuer alle da! Nicht nur fuer erlauchte Kreise, auch unterrepraesentierte Gruppen wie z.B. Nicht-Akademiker*innen-Kids Azubis. Europa erleben bildet! Bundestag
KaiGehring15834825481;Wir arbeiten Hand in Hand, aber wir schuetteln sie uns nicht, zitiert eine Uni zu COVID19. Das spiegelt die besonnene Haltung der Wissenschaft gut wider: unnoetige Risiken vermeiden, aber kein Grund fuer Panik.
KaiGehring15842783011;Und an Lassen Sie Forscher*innen in Ruhe ihren Job machen! Dass Sie Wissenschaftler*innen in USA veraechtlich machen Forschung Geldhahn zudrehten, raecht sich gerade. Pandemie-Praevention ist Daueraufgabe! Trump trumpismus wissenschaftsfreiheit
KaiGehring15846211801;Nicht vergessen! Bei der Versorgung von Corona-Patient*innen spielen Universitaetskliniken zentrale Rolle: Sie behandeln besonders schwer erkrankte und forschen intensiv an Behandlungsmethoden und Therapieansaetzen, um das Virus zu bekaempfen. DANKE! COVID19de
KaiGehring15850843031;Von Tirol aus wurde das Coronavirus ueber Europa verteilt. Nach heftiger Kritik laesst die Landesregierung ihr Krisenmanagement untersuchen und die Staatsanwaltschaft ermittelt wegen der mutmasslichen Vertuschung eines Infektionsfalls. COVID19
KaiGehring15851580791;Standing Ovations im Bundestag fuer Aertz*innen, Pfleger*innen, alle Beschaeftigte im Gesundheitswesen. Gute Geste - wichtiger waeren: sofortiger Gehaltsbonus fuer alle Mitarbeiter*innen im Gesundheitswesen! echte dauerhafte Gehaltserhoehung fuer Care-Berufe! COVID19
KaiGehring15852315361;Forschung ist gerade in Zeiten von COVID19 systemrelevant. Jeder Euro ist hier gut angelegt! Wir brauchen ein Forschungsprogramm gegen Pandemien Staerkung fuer Uniklinika, universitaere ausseruniversitaere Forschung engere Zusammenarbeit in der EU
KaiGehring15852508611;Na klar, wie sind die einzige Fraktion, die in dieser und der letzten Wahlperiode ein Konzept fuer die Staerkung der Klimaforschung im Bundestag eingebracht haben:
KaiGehring15857261111;Niemals auf Propaganda von China reinfallen! Erst recht nicht in Krisenzeiten wie Corona Pandemie! Mehrzahl der wenigen kritischen Berichterstatter*innen hat die brutale chinesische Diktatur verschwinden lassen, sie kratzen am globalen Saubermann-Image.
KaiGehring15859750961;Heute ist der Internationale Tag gegen Landminen. Jedes Jahr sterben durch sie ungefaehr 8000 Menschen. Auch China, Russland und die USA muessen sich endlich der Ottawa-Konvention anschliessen, die Produktion und Einsatz von Landminen verbietet. Landmine Free2025 IMAD2020
KaiGehring15874432071;Ministerin Karliczek ist die Letzte, die sich verweigert. Wenn der SPD die schwierige wirtschaftliche Lage der Studierenden tatsaechlich am Herz liegt, dann muss sie den halbgaren Gesetzentwurf der Ministerin jetzt stoppen ueberarbeiten! bafoeg
KaiGehring15882394271;Bedauerlich, dass die Sorge der Studierenden vor Schulden offenbar kaum wahrgenommen werden. 3 Mio. junge Menschen im Studium werden auf Studienkredite vertroestet. Bezueglich Notfallfonds noch alle unklar. Echte Nothilfe geht echt anders!
KaiGehring15882423001;Die Studienkredite von sind eine bildungspolitische Bankrotterklaerung! Die Coronakrise wird damit fuer den Grossteil der knapp 3 Millionen Studierenden zur Bildungskrise Schuldenfalle. Das ist unterlassene Hilfeleistung der GroKo!
KaiGehring15904924481;Forderungen aus CDU/CSU-Fraktion, den Mindestlohn abzusenken oder einzufrieren, ist kaltschnaeuziges Sozialdumping zulasten von Menschen, die ohnehin in finanziellem Engpass stecken. Mindestlohn muss schon lang steigen, coronabedingt noch staerker!
KaiGehring15912574871;Ein Halbsatz im Konjunkturpaket koennte Milliarden fuer neue Ruestungsprojekte verballern. Laute Ruestungslobby hat wieder offene Ohren bei Gro Ko gefunden. Menschenrechte, die im Schatten der Pandemie staerker unter Druck geraten, bei Gro Ko zu leise Lobby.
KaiGehring15912765861;Es ist bitter, dass im Konjunkturpaket von Union und SPD keine Regelung der Altschulden fuer Kommunen enthalten ist. Die dauerhafte Entlastung bei den Kosten fuer die Unterkunft und die Teilkompensation der Gewerbesteuer sind dagegen Schritte in die richtige Richtung.
KaiGehring15914690761;Wahnsinnig wichtig ermutigend, dass heute so viele Menschen hierzulande gegen Rassismus auf Plaetzen Zeichen setzten! Laesst hoffen, dass unsere Gesellschaft Hass, Gewalt Menschenverachtung beherzter entgegentritt! Fightracism Justice For George Floyd Black Lives Matter Germany
KaiGehring15917815011;Was lange waehrt, wird endlich gut? Nicht bei der Wasserstoffstrategie! Trotz Verspaetung zentrale Punkte unklar: Pfad zur Klimaneutralitaet bei Flugverkehr Industrie? Warum Wasserstoff-Tankstellen, wenn Elektroautos effizienter sind? Ausbau der Erneuerbaren?
KaiGehring15918180621;Mit u.a. Debattenbeitrag zu Gentechnik veroeffentlicht. Aufgabe: Wissenschaft zuhoeren, Entwicklungen der Biotechnologie differenziert nach Potential Risiken fuer Mensch Umwelt bewerten.
KaiGehring15932361431;Einer meiner Lieblingssaetze aus dem Entwurf des Grundsatzprogramms: Wissenschaft und Forschung schaffen Zukunft. Frei denken und experimentieren ist Basis fuer neue Ideen und Kreativitaet. Grundsatz2020
KaiGehring15937680471;6 Galeria Karstadt Kaufhof-Haeuser muessen nun doch nicht schliessen, darunter auch das in Dortmund. Was ist mit Essen, Herr Thomas Kufen? Werden die Filialen bei uns auch erhalten? Koennen die Beschaeftigten aufatmen?
KaiGehring15940210541;Was mich an Wehrpflicht-Vorstoss so nervt: dass eine Regierung sie anzettelt, welche die junge Generation im Regen stehen laesst. Schueler*innen, Azubis Studierende brauchen Hilfe bei COVID-Folgen statt einer Androhung Zwangsdienst.
KaiGehring15940368361;Heute ist Tagdes Kusses - eigentlich ein schoener Anlass! Doch fuer LSBTIQ ist es immer noch keine Selbstverstaendlichkeit, sich frei ohne Angst kuessen zu koennen. Schluss mit Hassgewalt und Diskriminierung! Kuessen macht gluecklich. Also geniesst es goennt anderen ihr Glueck!
KaiGehring15948156871;Damit Menschenrechte nicht nur auf dem Papier stehen, brauchen wir ein wirksames Lieferkettengesetz. Gerade verantwortungsvolle Unternehmen fordern das Gesetz, damit die Anstaendigen nicht die Dummen sind. Minister Altmaier muss seine Blockade aufgeben!
KaiGehring15949995101;Duerfen sich Staedte in Polen zu LGBTI-freien Zonen erklaeren? Nein, urteilten endlich Gerichte in 2 Faellen. Etappenerfolg fuer Zivilgesellschaft Community! Nicht-heterosexuell nicht-binaer sein ist keine Ideologie, sondern Identitaet Menschenrecht!
KaiGehring15952538951;Liebe ueberwindet Grenzen, aber Seehofer schottet ab! Wegen der Reisebeschraenkungen sind binationale Paare seit Monaten getrennt. Fuer viele Gruppen gibts Ausnahmen, warum nicht hier? Ist doch klar: Love Is Essential! Mitgezeichnet, denn Love Is Not Tourism
KaiGehring15953965101;Waehrend in der Pandemie-Krise die ganze Welt gespannt auf die Wissenschaft blickt, beschliessen die europaeischen Regierungschefs Kuerzungen fuer die Forschung. Das ist paradox, zukunftsvergessen und ein schwerer Fehler, der uns noch teuer zu stehen kommen wird. EUGipfel
KaiGehring15972215841;Schande fuer den Bundestag: der kaeufliche FDP-Md B Gero Hocker. Er posiert in Werbe-Videos mit Lobbyisten, produziert von der Agentur seiner Mitarbeiter. Die Produktion zahlen die Lobbyisten. Hockers letzte dreiste Rede pro Tabakwerbung nun noch dreister.
KaiGehring15973804021;Krasser Fall von Doppelmoral: Bundesregierung erteilt keine Visa fuer internationale Studierende fuer ein Onlinestudium in Deutschland. Aehnliche Plaene von Trump hatte man scharf kritisiert. Nehmen Sie diese Huerde zurueck,
KaiGehring15974140411;So wahr, gilt noch immer! Sprache hat sich in letzten 20 Jahren verroht - zugleich Gegenwehr der Demokrat*innen verstaerkt. Kein Fussbreit dem Rassismus - er wertet ab, grenzt aus und toetet. norassismus
KaiGehring15975156541;Was fuer ein dumpfer Populismus, Wo genau auf Mallorca sind diese Partys? Da sind doch fast alle Locations Gastro dicht! Wie viel der Spanien-Urlauber sind Partyurlauber? Welche Statistik liegt dazu vor? Wovon will Minister ablenken? Spahn
KaiGehring15981837591;Historische Bilder aus Belarus: hunderttausende Menschen allein in Minsk auf Strassen Plaetzen. Was fuer eine Chance, dass sich Zukunftsfenster oeffnen, wenn Lukashenko auf Gewalt verzichtet, Putin sich nicht einmischt EU aktive diplomatische Rolle spielt.
KaiGehring15982970151;Grossartiger Erfolg! So viele Unterschriften in Corona-Zeiten gesammelt, so viel Unterstuetzung Rueckenwind aus der Stadtgesellschaft! Moegen diese kuenftige Ratssitzungen klare Entscheidungen treffen, um diesen Aufbruch fuer die Verkehrswende in Essen konkret umzusetzen!
KaiGehring15986923831;Gerichtsentscheide zeigen, wie klar Versammlungsfreiheit garantiert ist dass Gewaltenteilung Rechtsstaat in D funktionieren. Darum: so irre, dass genau das von vielen Protestierenden bestritten wird! An Auflagen hat man sich in Versammlung zu halten!
KaiGehring15991159011;Bildungszugang gefluechteter Kinder und Jugendlicher ist in der Pandemie weltweit besonders in Gefahr. Hier muessen wir solidarisch gegenhalten und die Ausbreitung von Kinderarbeit Chancenlosigkeit verhindern! Leave No One Behind
KaiGehring15993936761;Wir leben in einem Einwanderungsland, das Mehrsprachigkeit als grossartige Kompetenz endlich mehr anerkennen wertschaetzen sollte! Sprachen-Vielfalt ist ein Gewinn Diversity laeuft mehrsprachig. Auch wenn manche Debatten sind - alle Jahre wieder - wiederholen
KaiGehring15994931721;13.000 Stuehle fuer 13.000 Menschen in Moria vor dem Bundestag! Die Lager sind noch immer ueberfuellt menschenunwuerdig! Fuer eine humanitaere Evakuierung, denn wir haben Platz! Bundesregierung darf sich nicht laenger verweigern! dreizehntausend Leave No One Behind
KaiGehring15997168771;Europa muss handeln und Deutschland die Initiative ergreifen! Blockieren Sie nicht laenger die 170 Sicheren Haefen hierzulande, Herr Seehofer, Frau Merkel! Kommunen Bundeslaender wollen laengst handeln und hilfesuchende Menschen aufnehmen. Wir haben Platz - in D EU!
KaiGehring15998069041;Gleichwertigkeit von beruflicher akademischer Bildung endlich umsetzen: hoeheren Dienst fuer beruflich Qualifizierte oeffnen, Sozialerhebung fuer Azubis einfuehren, Karrierewege von beruflich Qualifizierten besser untersuchen.
KaiGehring15998272381;Wenn Bildungsministerin endlich die Rolle als gute Fee uebernimmt, koennte das moderne Maerchen von der Gleichwertigkeit beruflicher und akademischer Bildung wahr werden! Meine Maerchenstunde zum Hoeren und Sehen
KaiGehring15999773351;Die Wahllokale sind geoeffnet! Auf auf, geh jetzt waehlen : ALLE Stimmen GRUeN! Fuer Verkehr, Klima, Vielfalt, Chancen - fuer: Zukunft! Essen ist erneuerbar! Zukunft Entscheidet Sich Hier Kommunalwahl2020 KW2020 KW20NRW
KaiGehring16001649441;LGBTIQ* Rechte werden in Polen schon viel zu lange mit Fuessen getreten! LGBTIQ* freie Zonen und zunehmend eingeschraenkte Rechtsstaatlichkeit sind einem Land im Herzen Europas nicht wuerdig! Wir muessen uns gemeinsam fuer ein buntes Europa der Vielfalt und Freiheit einsetzen!
KaiGehring16006074291;Ihr Demokratieverstaendnis ihre klimafeindliche Wirtschaftspolitik sind beste Wahlhelfer fuer Gruene, die man sich denken kann!!! Wahlrecht mit 16 ist fuer alle da nicht goennerhaft an parteipolitische Praeferenz gebunden - genauso wie Ue18-Wahl.
KaiGehring16008573501;Rueckenwind fuer die Wissenschaftsstadt Essen! Ein neuer Standort des Nationalen Centrum fuer Tumorerkrankungen wird an Rhein Ruhr entstehen. Mit der gibt es hier beste Bedingungen fuer die Gesundheitsforschung.
KaiGehring16011184011;Die soziale Notlage vieler Studierender, die sich pandemiebedingt verschaerft hat, ist Minister Karlizcek offenbar schnuppe. Das macht fassungslos ist zukunftsvergessen! Eine Generation Corona, die ihr Studium abbricht oder sich verschulden muss, darf es nicht geben!
KaiGehring16020415031;Gruen wirkt macht einen Unterschied: Blutspendeverbot fuer Homosexuelle in Oesterreich faellt! Blut spenden heisst Leben retten niemand soll aufgrund seiner sexuellen Orientierung oder Geschlechtsidentitaet davon ausgeschlossen werden. Und hierzulande?
KaiGehring16026744471;UN-Menschenrechtsrat: China wieder drin, Saudi-Arabien draussen. Der Kampf fuer Menschenrechte ist muehsam, am Dialog fuehrt kein Weg vorbei. Aber: Leisetreterei gegenueber Regimen, die Menschenrechte mit Fuessen treten, darf es nicht geben. via
KaiGehring16026744481;Die Wiederwahl Chinas in den UN-Menschenrechtsrat ist schwerer Schlag fuer das Prinzip der Universalitaet der Menschenrechte sowie Zumutung fuer die Millionen Opfer der Unterdrueckung durch das Regime in Peking. Mein gemeinsamer Kommentar mit
KaiGehring16039530721;Es ist allerhoechste Zeit, bestehende Forschungsluecken zum Coronavirus zu schliessen. RKI, BMG BMBF haetten im Fruehjahr systematischer Studien beauftragen muessen. Durch Wissenschaft wissen wir mehr als im Maerz, Unsicherheiten beim Infektionsgeschehen sind tiefer zu erforschen.
KaiGehring16047361831;Bundestag debattiert ueber bessere Unterstuetzung fuer Studierende in Corona-Not. Was macht Ministerin Karliczek? Sie verlaesst fluchtartig den Saal! Hier meine Worte zu Ueberbrueckungshilfe und Bafoeg Oeffnung:
KaiGehring16053626181;Sympathischer Realismus waere, das Votum der Berliner Waehler*innen abzuwarten, Giffey beim Wort zu nehmen (Ruecktritt als Ministerin bei Aberkennung), sich schuetzend vor wissenschaftliche Qualitaet zu stellen.
KaiGehring16055252761;Corona-Lage in den USA geraet mit mehr als 11 Mio. Infektionen zunehmend ausser Kontrolle. Trump schweigt dazu droehnend ueberzieht stattdessen Justiz lauthals mit dubiosen Wahlanfechtungen.
KaiGehring16060542281;Juhu, neues Grundsatzprogramm beschlossen! Drei Tage digitale Pioniere als dbdk20 Hammerleistung von BuVo, BGS Delegierten von So grossartig, Mitglied dieser Zukunftspartei zu sein! Jetzt mit Grundsaetze Realitaet Zukunft gestalten!
KaiGehring16060550911;Jahrelang mitdiskutiert ueber die so schwierige ethische Frage Sterbehilfe. Daher froh ueber die Aussage im Grundsatzprogramm: Das Recht auf selbstbestimmtes Leben schliesst - nach den Vorgaben des Bundesverfassungsgerichts - selbstbestimmtes Sterben frei von Druck ein. dbdk20
KaiGehring16062126651;Schneller Fahndungserfolg der Polizei nach Angriff auf die Synagoge in Essen. Gegen den Taeter muss konsequent vorgegangen werden. Antisemitischen Straftaten muessen wir mit Ahndung, Praevention und klarer Haltung entgegentreten.
KaiGehring16070786361;4,3 Mrd. Steuergelder fuer TUI. Fuer Schulen, Universitaeten, Grundsicherung fuer Kinder, Azubis Studis fehlt der Regierung Geld. Aha. Kids werden begeistert sein ueber diese Priorisierung ihrer Zukunft.
KaiGehring16074578531;Wissenschaftsfreiheit heisst, sich Diskussionen zu stellen. Diffamierung persoenliche Angriffe auf Wissenschaftler*innen, die ihre Expertise einspeisen, sind unanstaendig! Lass dich nicht einschuechtern, lieber unterstuetz weiter, Forschungsluecken zu schliessen!
KaiGehring16075220601;Huaweis Gesichtserkennungstechnologie ermoeglicht in China einen sogenannten Uiguren-Alarm - bitte was? Und in Deutschland wird immer noch ernsthaft diskutiert, ob die Firma am Ausbau des G5 Netzes beteiligt werden soll? https://t.co/hdnb082gPy
KaiGehring16075936141;Die Krise in den anglophonen Regionen in Kamerun ist ein vergessener Konflikt. Umso wichtiger ist unser Appell zur Menschenrechtslage in Kamerun zum heutigen Tagder Menschenrechte
KaiGehring16075938951;Die Situation in Kamerun ist mir auch ein persoenliches Anliegen: 2019 durfte ich mir waehrend einer Parlamentarierreise ein Bild vor Ort machen. Seitdem ist die Lage weiter eskaliert. Foto: DBT/Plaster
KaiGehring16082794251;Mitten in der Pandemie startet die AfD einen Generalangriff auf die Wissenschaftsfreiheit: Sie will unter anderem der Medizin das Geld entziehen, wenn diese biologische soziale Aspekte von Geschlecht untersucht. Absurder gehts nicht! 4Gender Studies
KaiGehring16087402821;Zukunft sichern , Zusammenhalt staerken - gemeinsam fuer eine moderne Metropole werden wir in naechsten 5 Jahren mit der CDU im Stadtrat Essen zusammenarbeiten. Nach starkem Mitgliedervotum fuer die Kooperation haben Partei- Fraktionspitze die Vereinbarung unterschrieben.
KaiGehring16094042351;Heute vor 1 Jahr meldete China an WHO den Ausbruch einer unbekannten Lungenkrankheit. China schwieg verschleierte auf offener Weltbuehne. Demokratien gehen mit Pandemien anders um. Unabhaengige Untersuchung weiter sinnvoll, auch zur Praevention kuenftiger Zoonosen. coronavirus
KaiGehring16097697461;Unmoegliches Timing: Karliczek glaenzen bei Corona-Bundespressekonferenz durch Abwesenheit. Wir haetten gerne gewusst: Was wird akut fuer die Schulen getan, damit nicht dauernd digitale Lernraeume abschmieren?
KaiGehring16099352841;4/10 Mit dem Kurs der Bundesregierung schlittern wir eine verschaerfte Bildungsspaltung, die uns als Gesellschaft in den naechsten Jahren teuer zu stehen kommt. Die Schulen aechtzen unter dem Druck. Warum z.B. gibt es immer noch kein Bundes-Programm fuer Luftfilter an Schulen?
Kaiser_SPD15112683511;Gemeinsam zeigten Andrea Nahles und mit vielen MdB der heute Solidaritaet mit den Siemens-Kolleginnen und Kollegen der in Berlin. Wir haben die schwierige Situation der Beschaeftigten in D auf die Agenda des gesetzt.
Kaiser_SPD15198885281;Der Kampf um Frauenrechte ist immer auch der Kampf fuer unsere Demokratie. Es gilt Frauenrechte zu verteidigen. Starke Worte von zum Weltfrauentag im Bundestag. Woman Power
