doc_id;username;retweet_count;favorite_count;full_text;label;topic
36552;MAStrackZi;1;259;@peterbreuer unterstuetze da auch ausnahmslos unseren Integrationsminister Stamp. Im genannten Antrag der Linkspartei wurden so viele Dinge vermischt, dass wir als FDP nicht zustimmen konnten. Nichtsdestotrotz muss Deutschland hier handeln  das habe ich auch in meiner Rede dazu verdeutlicht:;;
35515;GoeringEckardt;111;252;Die Lage der Gefluechteten auf Lesbos bleibt so dramatisch wie nach dem Brand von vor einem Monat. Statt Feuer ist es nun der Regen, der die ohnehin prekaere Situation der Menschen nochmal verschlimmert. Die Europaeischen Staaten duerfen diese katastrophalen Zustaende nicht hinnehmen!;negative;Lesbos
24209;karl_lauterbach;24;251;(2) Geimpfte koennen sich wahrscheinlich weiter anstecken und andere anstecken. Dazu kommt: Es ist unklar, wie stark Impfung bei Aelteren schuetzt und fuer wie lange. Mehrfachansteckungen auch sehr wahrscheinlich. Trotzdem glaube ich, dass Impfungen immer besser werden, und dann:;;
55884;JoanaCotar;107;251;Weil immer wieder der Vorwurf laut wird, die AfD haette in der Corona-Krise keine Alternativen oder Ideen aufgezeigt: Hier finden Sie alle Antraege der @AfDimBundestag. Ueber 30 Corona-Antraege, der erste am 12.02., als die Regierung noch im Tiefschlaf war: ;;
49687;MiRo_SPD;24;249;Guten Morgen, die Rechtfertigungsversuche zu Thueringen aus den Reihen von CDU und FDP sind einfach nur schlimm. Wenn man mit den Stimmen der AfD gewaehlt wird, nimmt man das Amt nicht an (oder tritt sofort zurueck). Punkt. Danke denen in CDU  FDP, die das genauso sehen.;;
7026;n_roettgen;22;246;Ich sehe mich selbst nicht als Aussenseiter im Rennen um den @CDU-Parteivorsitz. Ich stelle fest, dass sich in den letzten Wochen der Wind in der Wahrnehmung gedreht hat. Das Rennen ist offen. Jeder der drei Kandidaten koennte es momentan werden.;;
1183;karl_lauterbach;25;245;(2) Gute Nachricht: bisher ueber 65 Jaehrige und Pflegepersonal wenig betroffen. Daher steigen im Gegensatz zu Spanien und Frankreich Krankenhauseinweisungen noch nicht. Die schlechte Nachricht: es ist unwahrscheinlich, dass das so bleibt. In ganz Europa rueckt SarsCoV-2 wieder vor;;
52797;karl_lauterbach;19;241;Die ersten 4 grossen P3 Impfstudien laufen gut an, Ergebnisse in wenigen Monaten zu erwarten. Absichtliche Gefaehrdung scheint mir keinen Sinn zu machen und kann dazu beitragen, dass Impfungen noch staerker politisiert werden, was die Akzeptanz senken wuerde ;;
16056;EskenSaskia;5;236;@joheinen1 @NowaboFM Ohne Tilgungsplan duerften wir die Schulden nicht aufnehmen. Die Frage ist doch, *womit* wir sie zurueckzahlen. Da sind nicht die kleinen Geldbeutel oder gar die Axt am Sozialstaat gefragt, sondern die Solidaritaet der starken Schultern, also die sehr hohen Einkommen und Vermoegen.;;
12261;MAStrackZi;6;233;@DaniLudwigMdB @Linksfraktion Dass Praevention wirkt, bestreitet auch niemand. Es zeigt gleichzeitig, auch statistisch belegt: Man erreicht kaum etwas durch sture Verbote, sondern durch kluge Praevention. Und es waere klug, hier klug zu legalisieren und die neuen Mittel in gute Praevention zu stecken.;;
32832;peteraltmaier;18;231;Ganz grossen Glueckwunsch an NRW: Ueber 83  Prozent fuer die demokratischen Parteien der Mitte!!! Dieser Verantwortung muessen wir gemeinsam gerecht werden! Grossen Glueckwunsch auch fuer meine CDU: Ein grosser Vertrauensbeweis so vieler BuergerInnen! Ihr koennt Euch weiter auf uns verlassen!;positive;CDU
32844;HeikoMaas;34;231;Es ist auch Aufgabe fuer uns alle, Rassismus im Alltag zu widersprechen. Die ganz ueberwaeltigende Mehrheit will, dass Deutschland ein offenes und demokratisches Land ist. Wir duerfen nicht schweigen. Es kommt auf uns alle an, denn erst unser Schweigen macht die Hetzer laut. (7/7);;
29454;johannesvogel;23;229;Hubertus Heil will Recht auf Homeoffice - ueberfaellig! Aber: Wer das endlich anpackt, muss gleichzeitig auch das aus der Zeit gefallene Arbeitszeitgesetz modernisieren!  machen uns seit 5 Jahren vor, dass genau so ein grosser Wurf fuer die digitale Arbeitswelt gelingen kann!;;
13409;jensspahn;31;226;(1/2) Beim Unternehmen Roche in Penzberg habe ich mich heute ueber die Entwicklung von Antikoerper-Tests informiert. Der neue Test kann eine wichtige Wegmarke im Kampf gegen das Coronavirus sein. Monatlich werden jetzt 5 Mio. Tests an das deutsche Gesundheitswesen ausgeliefert.;;
14490;n_roettgen;47;217;Was Deutschland vom britischen U-turn beim 5G Ausbau lernen kann: Erstens, wenn es um kritis. Infrastruktur geht, lassen sich Wirtschaft  Sicherheit nicht trennen. Zweitens, lernen wir, wie China reagiert, naemlich mit Drohungen. Unsere Antwort darauf muss  Solidaritaet sein.;;
35454;EskenSaskia;7;216;@EichholtzAlex Damit das wieder fuer alle gilt, muessen die Niedrigloehne steigen. Wir wollen Tarifloehne wirksam machen und den Mindestlohn kraeftig anheben. Mittlere Einkommen koennen wir gerne bei der Steuer entlasten, wenn die sehr hohen Einkommen was zusaetzlich abgeben.;;
40779;sven_kindler;37;201;Die CDU Thueringen paktiert erst mit Faschisten und dann blockiert sie Neuwahlen, weil sie Angst vor der Bevoelkerung hat. Und @akk und die Bundes-CDU stehen hilflos daneben und machen gute Miene. Wahnsinn, wie zerrissen die CDU ist. Die Huette brennt. Lichterloh.;negative;CDU
48262;jensspahn;15;198;Gerade in dieser Zeit ist es mir wichtig, mit den Buergern im Austausch zu bleiben. Aktuell bin ich in meinem Wahlkreis unterwegs. Dort sind im September Kommunalwahlen. Auch wenn Corona zu vielen Einschraenkungen fuehrt: Es ist wichtig, dass unsere demokr. Prozesse weiterlaufen.;;
27484;johannesvogel;24;197;Es ist ein beschaemender Mangel an Fairness, dass unser Sozialstaat diejenigen behindert, die aus der Beduerftigkeit heraus wachsen wollen. @c_lindner fordert zurecht, die Zuverdienstegeln bei Hartz IV endlich zu reformieren! Auch das ist eine Frage von Aufstiegschancen! 3K20;negative;Hartz
43852;b_riexinger;29;195;Die Lufthansa hat angekuendigt 22.000 Stellen abbauen zu wollen. Damit soll die Krise bewaeltigt  die 9 Mrd Euro Staatshilfe rasch zurueck gezahlt werden. Das waeren dann ca 400.000 Euro fuer jede kuendigung. Die LH sollte mit DB fusionieren. Hier waere das Geld besser angelegt.;;
34919;b_riexinger;42;189;Wir duerfen niemals vergessen welche grausamen Taten im Namen von Deutschland veruebt wurden. Morgen jaehrt sich zum 75. Mal die Befreiung von Auschwitz durch russische Soldaten. Ein Tag der Erinnerung fuer die Welt, ein Tag der Schande fuer uns Deutsche. WeRemember TagDerSchande;;
42524;HeikoMaas;36;186;Fuer Europa wird es sicher frueher moeglich sein, die Reisewarnung aufzuheben als fuer andere Reiseziele  vorausgesetzt, dass sich der positive Trend in vielen Laendern verstetigt. Ich werde zu einem Nachbarschaftsdialog einladen, um die naechsten Schritte zu vereinbaren. COVID19;;
2488;anked;4;184;Die Nr. der techn. Hotline zur CoronaWarnApp ist fix zu finden, sogar in der App. Die Verifikationshotline nicht. Ich haette gedacht, unter finden sich fett die Nummern beider Hotlines, aber nope. Trotzdem werde ich irgendwann fuendig u rufe an./6;;
21491;martinarenner;65;183;Heute frueh sagte ich bei @bayern2:  Wir haben es nicht mit Einzeltaetern zu tun. Es sind Netzwerke u Strukturen, die bundesweit organisiert sind. Es reicht nicht, darueber zu reden. Wir brauchen Massnahmen, sie zu zerschlagen, sie zu entwaffnen. VSBericht ;;
3726;PaulZiemiak;31;181;Die @CDUNRW_de ist mit Abstand die staerkste Kraft bei der Kommunalwahl2020. Damit bleibt die CDU die praegende Kommunalpartei in Stadt und Land. Herzlichen Glueckwunsch an alle Wahlkaempferinnen und Wahlkaempfer vor Ort! Ihr habt grandios gekaempft! Vielen Dank fuer Euren Einsatz!;positive;Kommunalwahl2020
45137;jankortemdb;35;181;In Deutschland landen pro Jahr 11 Mio. Tonnen Essen auf dem Muell  fast eine LKW-Ladung pro Minute. Trotzdem wird Containern weiterhin als Straftat geahndet. Eine Ungerechtigkeit sondergleichen! Wenn das @BVerfG nicht entscheiden moechte, muss die Koalition endlich handeln!;negative;Containern
47743;n_roettgen;55;174;Assads Truppen, unterstuetzt von RUS  Iran, haben eine erbarmungslose Offensive auf Idlib gestartet. RUS bombardiert Zivilisten. Wer kann, ist geflohen. Wir erleben die schlimmsten Kriegsverbrechen  Putin beweist einmal mehr: Alles was er in der Region kann  will, ist Krieg.;negative;Putin
23212;martinarenner;18;167;Da sich unter den Anzugjacken deutlich Schusswaffen abzeichneten fragte ich die VS-Mitarbeiter, ob sie bewaffnet seien, was sie bejahten. Daraufhin informierte ich @UllaJelpke als Obfrau der @Linksfraktion ueber den Vorfall, die sich umgehend an BT-Praesident Schaeuble wandte. 2/3;;
39549;karl_lauterbach;22;166;(2) RT-LAMB Test als SchnellPCR, in UK schon zugelassen, bringt Testergebnisse mit sehr guter Sensitivitaet in 75 min. Ist fuer weniger als 10 durchfuehrbar, weniger Reagenzien, nicht auf Labore angewiesen. Auch sind mittlerweile Antigen-Tests zum Selbsttesten kurz vor Zulassung;positive;SchnellPCR
19652;konstantinkuhle;12;149;(2) Die AfD ist antibuergerlich. Unter Hoecke gibt es fuer Liberale und Konservative keinen Rabatt fuer Nettigkeit gegenueber der AfD.  (3) Die Bekaempfung des Rechtsextremismus muss genauso eine Generationenaufgabe sein wie es die Bekaempfung der RAF seit den 70er-Jahren gewesen ist.;;
18262;PaulZiemiak;21;147;Schulen sind auch Orte der Herzens- und Charakterbildung. Unser Parteifreund Walter Luebcke hatte Herz und Charakter. Er wurde von einem Rechtsradikalen ermordet, weil er fuer andere einstand. Ein starkes Zeichen, dass die Schule in Wolfhagen jetzt seinen Namen traegt. Danke!;positive;Luebcke
21895;KonstantinNotz;12;146;Soeder sagt, man duerfe im Hinblick auf die AfD und angesichts der Demos jetzt Covid19 nicht die Fehler aus dem Jahr 2015 wiederholen. Fein. Dann einfach als CSU-Vorsitzender nicht aus Profilneurose von einer Herrschaft des Unrechts sprechen. Dann ist schon viel gewonnen!;;
23807;b_riexinger;8;135;Auch im Fussball versagt der Markt. Trotz massiven Verstoessen gegen das Financial Fairplay bei ManCity passiert nichts. Wie bei Steuerhinterziehung werden die grossen Fische laufen gelassen. Und am Ende wundern sich alle, dass immer dieselben Meister werden! CAS UEFA;;
34247;katjakipping;16;131;Der Terroranschlag auf die Synagoge von Halle war eine Zaesur. Er hat gezeigt, wie toedlich Antisemitismus in Deutschland auch 75 Jahre nach der Shoah noch ist. Deshalb: entschlossen Haltung zeigen, dass Antisemitismus  Rassismus in unserer Demokratie keinen Platz haben. 1/2;;
19788;KonstantinNotz;25;129;Interessante Frage. In einem Rechtsstaat ist eine solche Klaerung das gute Recht der Betroffenen. Was es bedeutet, dass hier eine Kanzlei gegen die Entscheidung einer Behoerde BfV taetig wird, deren Praesident a.D. fuer sie arbeitet, ist beamtenrechtlich eine andere Frage.;;
43013;BriHasselmann;39;127;Wem wollen CDU, CSU und SPD eigentlich erzaehlen, dass ihre Wahlrechtsreform etwas bringe? Sie sollten zu den Buerger*innen ehrlich sein und eingestehen, dass sie mit der Reform voellig gescheitert sind. Ihr Gesetz ist grottenschlecht. Der Bundestag wird wohl weiter wachsen.;negative;Wahlrechtsreform
45427;rbrinkhaus;14;127;Vielen Dank an die Bundespolizei, nicht nur fuer den hohen persoenlichen Einsatz jeden Tag, sondern auch dafuer, dass wir heute einen Blick hinter die Kulissen werfen durften. Wir als @cducsubt stehen an der Seite der Bundespolizei und der 41.000 Polizistinnen und Polizisten!;negative;Bundespolizei
26902;peteraltmaier;26;126;Berichte ueber deutlichen Rueckgang der CO2 Emissionen in 2019 (nach starkem Rueckgang 2018) bestaetigen Politik der BReg  der EU beim Emissionshandel. Durch die Reform des ETS wirken endlich Preissignale! Fossile KWs werden runtergeregelt, wenn Sonne scheint  Wind weht!;;
25979;karl_lauterbach;7;125;(2) Die Studien koennten nach Erreichen der Ziele weiterlaufen. Noch besser waere folgendes: Zulassungsbehoerde verlangt Nachweis, dass auch schwere Verlaeufe verhindert werden. Das koennte auch Deutschland, PEI, tun. Nur so waeren Sicherheit und Wirkung fuer so wichtige Impfung belegt;;
17148;larsklingbeil;13;123;Freitag war ich in NRW unterwegs um ein wenig bei der Kommunalwahl zu unterstuetzen. Hat Spass gemacht! Geht am 13. September alle waehlen und ich haette da einen Tipp wo ihr das Kreuz gut machen koennt! SPD NRWSPD;positive;Kommunalwahl
35566;niemamovassat;31;120;Sag mal @polizeiberlin, ich war in meinem Leben bei hunderten Demos. Niemals sagte die Polizei, sie rockt mit mir zusammen einen Einsatz. Ich persoenlich lege darauf auch keinen Wert. Die Grenzen beamtenrechtlicher Neutralitaetspflicht sind hier aber eindeutig ueberschritten.;;
54122;niemamovassat;24;118;Es ist inakzeptabel, dass die Bundesanwaltschaft es ablehnt, die Ermittlungen wegen der NSU20 Drohungen zu uebernehmen. Wenn Justizministerin Lambrecht es ernst meint mit ihrem Kampf gegen Hetze und Hass, muss sie die Bundesanwaltschaft anweisen, den Fall an sich zu ziehen!;;
50727;martinarenner;71;117;Am 16.6. startet am OLG FfM nach bisherigem Stand der Prozess gg. den mutmasslichen Moerder von Walter Luebcke und einen weiteren tatbeteiligten Neonazi. Demnaechst soll dort auch das Verfahren gg. FancoA eroeffnet werden, der Anschlaege unter falscher Flagge geplant haben soll. 1/2;;
47552;MAStrackZi;9;115;Nicht nur viel zu wenig PolizistInnen, die sich Irren,Nazis  Verschwoerern unter grossem persoenlichen Einsatz in Weg stellen mussten, wurden straeflich im Stich gelassen. Es wurden auch unertraegliche Bilder am Herz unserer Demokratie zugelassen, die niemals haetten entstehen duerfen.;negative;PolizistInnen
31801;BriHasselmann;19;112;Moria war schon von dem Brand eine humanitaere Katastrophe. Ueber 170 Staedte und Kommunen sind aufnahmebereit. Auch der Bielefelder Rat hat sich zur Aufnahme von 100 Schutzbeduerftigen bereit erklaert und unsere Stadt zum Sicheren Hafen fuer Schutzbeduerftige erklaert. WirHabenPlatz;;
38946;BriHasselmann;18;111;Die CSU plaediert fuer ein Modell bei dem die Union einziger Profiteur der Wahlrechtsreform waere. Es bliebe bei 299 Direktwahlkreisen u.gaebe einen Deckel(bei 650).Nichts mit dem Ausgleich der vielen Ueberhaenge von CDU/CSU. Und das soll demokratisch sein https://t.co/ERbnfn2eLU;;
24093;niemamovassat;46;105;Petition fuer eine neue Drogenpolitik braucht nur noch wenige Unterzeichner*innen um die 25.000er Marke zu knacken. Du hast kein Bock mehr auf Ideologie? Du willst endlich, dass sich was aendert, etwa hin zur Legalisierung? Dann unterschreib! LegalizeIt;;
50331;anked;13;104;Wer Hass im Netz bekaempfen will, sollte auch fordern, dass Ermittlungsbehoerden u Justiz ausreichend vorhanden, qualifiziert u ausgestattet sind, denn Anzeigen werden zu oft schlampig o gar nicht verfolgt. Haeufig bleibt strafbarer Hass allein deshalb straffrei. /8 internetburka;;
30707;konstantinkuhle;15;99;Die EU und Deutschland muessen in Moria helfen, aber die heute im Bundestag zur namentlichen Abstimmung stehenden Antraege von Gruenen und Linken gehen in die falsche Richtung. Ich werde sie ablehnen. Warum, erklaere ich in einer persoenlichen Erklaerung mit Kollegen aus der @fdpbt ;;
52270;niemamovassat;19;97;Diese Zeitung ist ein Organ der Niedertracht. Es ist falsch, sie zu lesen. Jemand, der zu dieser Zeitung beitraegt, ist gesellschaftlich absolut inakzeptabel. Es waere verfehlt, zu einem ihrer Redakteure freundlich oder auch nur hoeflich zu sein. Max Goldt BILD CoronaVirusDE;negative;BILD
39053;b_riexinger;13;92;So wird das nichts mit den Klimazielen. Das Jahr 2038 fuer den Kohleausstieg ist zu spaet. Weitere Subventionen in Milliardenhoehe sind auch eher ein unnoetiges Wahlgeschenk von Scholz an die Kohleindustrie. Die Mitarbeiter und der Klimaschutz haben nichts davon.;negative;Kohleausstieg
30018;anked;7;91;Der Spleiss ist heiss! - heute Abend hab ich endlich mal Glasfasern gespleisst (= verschweisst). Bei uns im Kellerrechenzentrum in Fuerstenberg/Havel. Natuerlich war ich langsamer als die Profis, aber so ist das, wenn man Neues lernt. Das Video zeigt den letzten Schritt.;;
4262;n_roettgen;20;89;Wie geht es weiter? Die Kanzlerin hat es gestern richtig gesagt: Wir stehen am Anfang der Corona Pandemie. Es waere fatal, wenn wir jetzt falsche Erwartungen schueren, was die Dauer anbelangt. Wir sollten nuechtern analysieren und bei der Wahrheit bleiben. ;;
48500;jensspahn;9;87;In der Lagebesprechung im Robert Koch-Institut habe ich mich heute ueber den aktuellen Stand zum Coronavirus informiert. Gemeinsam mit den Experten des @rki_de sowie den Behoerden und Aerzten in den Bundeslaendern arbeiten wir dafuer, dass sich das Virus nicht ausbreitet.;;
55557;niemamovassat;17;86;Die NSU 2.0 Kiste zeigt wie tief der braune Sumpf in der Polizei vermutlich ist. Statt Studien zu verweigern, muss ausgemistet werden. Es braucht endlich umfassende Ermittlungen statt rumlavieren. Wer Morddrohungen schickt und Waffen hat ist eine latente Gefahr. Wissler;;
34588;n_roettgen;10;84;Womit ich die Delegierten ueberzeugen will? Ich habe eine klare Einschaetzung, welche dramatischen Veraenderungen auf die @CDU   zukommen,  bringe den erforderlichen Gestaltungswillen dafuer mit. Der Vorsitz ist deswegen fuer mich eine Aufgabe fuer sich  kein Mittel zum Zweck.;;
50561;PaulZiemiak;9;84;Heute habe ich gemeinsam mit @akk die Gedenkstaette Sauerlandpark Hemer besucht. Waehrend des 2. Weltkriegs befand sich auf dem Areal eines der groessten Kriegsgefangenenlager im Dritten Reich. Wir duerfen das Leid der Opfer nicht vergessen und muessen die Erinnerung wachhalten.;;
5270;anked;11;83;Auf meine Frage, ob die CoronaApp auch ohne Playstores verfuegbar sein wird, gab es ein enttaeuschendes: nein, vielleicht spaeter mal, auf jeden Fall nicht zu Beginn. Apropos: einen neuen Zeitplan gibt es nicht, auch keinen ungefaehren. ContactTracingApp COVID19de  /10;negative;CoronaApp
6132;MiRo_SPD;12;83;Der Frauentag  geht vor allem auch uns Maenner an. Geschlechtergerechtigkeit tut allen gut. Kein Kerl muss Angst davor haben, wenn Frauen gleichermassen mitreden  mitentscheiden wie wir. Denn niemandem wird etwas weggenommen. Wir gewinnen. Und zwar alle. womensday MaleAllies;positive;Frauentag
27835;johannesvogel;0;79;@KLeikert @ulfposh Ach Katja, ich bitte Dich. Sehe das gerade erst, da eben Unternehmer aus Wahlkreis am Tel - wie wir alle. Soll das billiger Dissversuch sein, oder was kritisierst Du - Zeit fuer Socia Media oder alle paar Tage mal 1h fuer theoretische Reflexion? Beides mE gerade in Krise noetigst!;;
15457;konstantinkuhle;3;76;Vor 2 Jahren traf ich die heutige Vizepraesidentin der EU-Kommission @VeraJourova. Jetzt will Viktor Orbn sie aus dem Amt jagen, weil sie die Wahrheit ueber seine Politik sagt: Orbns illiberale Demokratie widerspricht europaeischen Werten. Weiter so, Frau Jourova  @RenewEurope;;
42789;berlinliebich;6;76;Die Familie meines Grossvaters lebte in Ottmachau heute Otmuchw. Schlesien wurde im Ergebnis des von den Deutschen begonnenen 2. Weltkriegs Teil Polens. Bei den Vertreibungen gab es schlimmes Leid. Auch in meiner Familie.  Aber heute denke ich an die Ertrunkenen im Mittelmeer.;;
47385;KonstantinNotz;9;76;Der Gruene Laenderrat ist voll gelungen. Danke an die ganze BGSchSt  Man merkt der Berichterstattung aber deutlich an: die Journalist:innen vermissen regulaere Parteitage - das Quatschen in den Gaengen, die Atmosphere in der Halle, das ganze Drum und Dran. Das geht mir genau so.;positive;Laenderrat
9731;cem_oezdemir;9;74;Vor Ort findet die Verkehrswende laengst statt. Was noch fehlt, sind Regeln im Bund, die Verkehr nicht nur durch die Windschutzscheibe denken. Freue mich auf das Tauziehn am Tauentzien morgen mit @StefanGelbhaar, @gruene_berlin, @stadtfmenschen u.a. Natuerlich mit MNS  Abstand.;;
10776;anked;4;71;Heute mal 2 Std in einer Elternversammlung Klasse 5 gesessen. War interessant, Corona u digitale Bildung aus dieser Perspektive zu erfahren. Mein Sohn ist ja schon 20 u studiert, aber unsere syrische Freundin haette sich zweiteilen muessen, also uebernahm ich eine der Klassen.;;
48333;GoeringEckardt;8;71;Swetlana Tichanowskaja fuehrt die demokratische Opposition in Belarus an. Sie  viele weitere Frauen gehen fuer ihren mutigen Protest unerschuettert auf die Strasse. Was fuer ein Vorbild! Zum 20. Jahrestag der Resolution1325 gilt: Ohne Frauen kein Frieden. @SHEcurity20 SHEcurity;positive;Tichanowskaja
3248;sven_kindler;17;70;Es ist Unding, dass wir vom Rettungsplan fuer die Bahn aus der Presse erfahren. @AndiScheuer muss am Mittwoch im Haushaltsausschuss Rede und Antwort stehen. Klar ist: Es darf keine Rettung auf dem Ruecken der Beschaeftigten und zulasten des Angebots und der Verkehrswende sein.;;
53134;johannesvogel;8;70;Die Krise trifft den Arbeitsmarkt mit voller Wucht. 2 Tage unterwegs in NRW und im Sauerland, um mich ueber die Situation vor Ort zu informieren. Die Bundesregierung darf sich nicht auf dem Konjunkturpaket ausruhen. Wir muessen jetzt bessere Bedingungen fuer neue Jobs schaffen!;;
27452;karl_lauterbach;4;69;(2) Endpunkte bei Moderna klarer definiert durch Kombi Symptome, weniger Zwischenauswertungen. Beide zielen auf Wirksamkeit von mindestens ca 60 Prozent ab. Mit diesen soften Endpunkten duerfen mE Studien auf keinen Fall vorzeitig abgebrochen werden, hohes Risiko statistischer Artefakte;;
5104;konstantinkuhle;4;64;@phoenix_de @fdpbt @fdp Der Ausschnitt ist symptomatisch fuer die Probleme, wenn man sich bei der FDP fuer mehr Frauen einsetzt. Die Rede wird verkuerzt und mit Frauenquote versehen. Ich spreche hier aber gerade gegen ein Paritaetsgesetz. Differenzierung geht unter. Aufregung auf allen Seiten. Schade.;negative;Frauen
11550;johannesvogel;5;62;Naechste Woche waehlt . Nicht nur die Wahl selbst ist spannend: Werden beide Kandidaten jeden Ausgang akzeptieren? Wie stabil sind die Institutionen? Darueber und mehr spreche ich heute 19h im Insta-Live mit @dziblatt, Harvard-Prof  Autor von How Democracies Die. Join!;;
22669;anked;15;62;Niemand wird wohl im Ernst glauben, dass Assange einen fairen Prozess bekaeme. Hier soll ein Exempel statuiert werden, um Journalist:innen, Publizist:innen u ihre Quellen einzuschuechtern. Ein Praezedenzfall, der die Pressefreiheit an ihrem Fundament angreift. Das darf nicht sein!;negative;Assange
40606;MAStrackZi;16;60;@stfries @panajotaki @KonstantinKuhle @c_lindner @LindaTeuteberg @fdpbt @fdp @bstrasser Ich schaetze Thomas Kemmerich persoenlich. Ich verstehe seinen Wunsch, Ministerpraesident zu werden. Sich aber von jemandem wie Hoecke waehlen zu lassen, ist unter Demokraten inakzeptabel und unertraeglich. Es ist daher ein schlechter Tag fuer mich als Liberale.;;
11939;MiRo_SPD;5;57;3 Tage, 170 Kilometer - 100 Prozent Wahlkreis! Niederaula statt Nizza, Meissner statt Alpe dHuez: Vom 27. bis 29. August mache ich kurz vorm Start der TourDeFrance meine persoenliche Wahlkreisrundfahrt. Und Ihr koennt mein Peloton sein. Wer mitfahren will, meldet sich bitte vorab an. ;;
18554;anked;3;56;@DB_Bahn @SusiAnsujali Nach meiner Erfahrung tragen leider haeufiger selbst Zugbegleiter*innen keinen Mundnasenschutz. Als ich 2 darauf hinwies, sagten sie, d Schicht sei so lang u sie wollten miteinander reden (sie hatten keinen halben Meter Abstand). Kein Wunder, dass in diesem RB 50 Prozent keine MNM trugen;;
21344;peteraltmaier;6;54;@TerliWetter Sicher? Ich habe mich stets fuer Umwelt- und Klimaschutz eingesetzt. Und zwar so, dass die Industrie in Europa bleibt und dennoch klimaneutral wird. Sollte sie durch Industrie aus Laendern ohne Klimaschutz verdraengt werden wuerde der globale CO2-Ausstoss nicht sinken sondern steigen!;;
52538;oezoguz;11;54;Gerade mailt adidas wieder einen Newsletter mit Angeboten herum. Erst einmal abgemeldet. Da wird nun auch nichts mehr bestellt. Wenn das viele machen, merken sie ja vielleicht, dass Solidaritaet mit kleineren Betrieben in der Krise zum Geschaeftsmodell gehoeren sollte.;;
32877;anked;17;49;Mit d Hotline zum Gelddrucken fuer d DTAG lag ich bei meinem twitter Thread wohl nicht falsch (https://t.co/8HRbxSKgZU), monatl. 2.5-3.5mio sind einfach Abzocke. Es braucht keine 24/7 Hotline. Niemand muss sich nachts um 4 Uhr infiziert melden koennen. CoronaWarnApp;;
52169;BriHasselmann;4;48;Wer mit der AFD im Bundestag,in Landesparlamenten oder vor Ort konfrontiert ist,kennt die Demokratieverachtung,den Hass,die Hetze,den Rassismus u.die Menschenfeindlichkeit,die aus so vielen Reden von AFDlern spricht.Die Maske der AFD ist laengst gefallen.;negative;AFD
18844;niemamovassat;0;45;@PeterRReichel Also mal weg von der Ironie: angesichts der zahlreichen Skandale der letzten Wochen, angesichts der Ablehnung etwa der GdP, eine Studie zu Rassismus in der Polizei durchzufuehren (ueber die DPolG rede ich mal gar nicht), glaube ich nicht, dass es Klischees in meinem Kopf sind.;;
21143;MiRo_SPD;7;45;Unsere Verantwortung, die Erinnerung an das Grauen von Auschwitz, an die Opfer des Nationalsozialismus wachzuhalten, endet nie. Roger Moreno Rathgebs Requiem fuer Auschwitz ist Musik gegen das Vergessen. Bei der Auffuehrung im Berliner Dom heute habe ich ein Grusswort gesprochen;;
16298;sven_kindler;7;44;Der Plan von Trump wird keinen Frieden bringen. Dafuer ist er zu einseitig und liefert Netanjahu einen Vorwand Teile der Westbank zu annektieren.  Nur eine direkt von Israelis und Palaestinensern verhandelte und akzeptierte  Zwei-Staaten-Regelung kann fuer dauerhaften Frieden sorgen;;
51372;sven_kindler;10;44;Ach, guck an. Unter 2 gibt die Bundesregierung zu, dass der Bund bei der Lufthansa einen schlechten Deal gemacht hat. Mit den vielen Miliarden haette man deutlich mehr als nur 20 Prozent der Anteile erhalten muessen. Aber neoliberale Ideologie war der Regierung wichtiger  @derspiegel;negative;Lufthansa
14867;b_riexinger;9;43;Der TagderArbeit ist ja eigentlich ein Tag des kaempferischen Zusammenseins. Das geht am 1Mai2020 nicht. Corona hat allen gezeigt, was systemrelevant: die Arbeit vieler Menschen. Daher war ich heute morgen vor dem Stuttgarter Marienspital: Die Beschaeftigten haben mehr verdient!;;
14935;GoeringEckardt;7;42;Dem ist nur hinzuzufuegen: @Ka_Meier zeigt hier, dass es eine junge, selbstbewusste Generation Ost gibt, die europaeisch tickt, die Vielfalt lebt, Vergangenheit mit nimmt und in Zukunft wandelt. So kann man und frau stolz sein. Danke dafuer, Frau Staatsministerin;positive;Ost
47303;n_roettgen;9;42;Die Schnittmenge der Waehlerinnen  Waehler, die sich vorstellen koennen @CDU oder Gruene zu waehlen, ist gross. Deshalb nehme ich die Gruenen als den strategischen Wettbewerber in der Mitte wahr  ernst. Das wird ein wichtiger Teil des Wahlkampfes sein.  ;;
12475;KonstantinNotz;2;41;@Puettmann_Bonn @DLF Eine ziemlich verrueckte Gruppe von wenigen tausend Leuten zieht mit abwegigen bis abstossenden Argumenten durch die Gegend und hat null Rueckhalt in der Bevoelkerung. Berichtenswert daran erscheint vor allem die esoterische bis faschistische Wissenschaftsfeindlichkeit dieser Leute.;negative;faschistische
29279;ThomasOppermann;5;41;Zu Besuch bei @Roberto_Fico , dem Praesidenten der Camera dei Deputati, dem italienischen Parlament. Italien ist zu Beginn von der Pandemie am haertesten getroffen worden. Jetzt stehen die Europaeer zusammen. Mit dem EU-Recovery Plan werden wir die Zukunft meistern. corona;;
43362;MiRo_SPD;4;41;Wir nehmen Ruecksicht auf Familien: 13 Mio Kinder+Jugendliche sollen weiterhin Kitas+Schulen besuchen, Restaurants bekommen 75 Prozent des Umsatzes von 11/2019 erstattet. Die Massnahmen sind bis zum Advent beschraenkt. Bitte helft mit. Schuetzt Euch. Und Andere. Danke.;;
