doc_id,twitter_username,twitter_available,twitter_created_at,twitter_full_text_topic,twitter_full_text,twitter_retweet_count,twitter_favorite_count,twitter_followers_count,twitter_location,twitter_word_count,twitter_year,twitter_month,twitter_week,twitter_time_index_month,twitter_time_index_week,twitter_emojis,twitter_hashtags,twitter_tags,label,topic,from,to
Beatrix_vStorch15679483201,Beatrix_vStorch,TRUE,2019-09-08T13:12:00Z,So sind sie: SPD CDU FDP waehlen einen NPD-Mann ins Amt. Herzlichen Glueckwunsch . Aber Hauptsache entschlossen gegen die AfD kaempfen. Ihr seid so armselig! AfD,So sind sie: SPD CDU FDP waehlen einen NPD-Mann ins Amt. Herzlichen Glueckwunsch . Aber Hauptsache entschlossen gegen die AfD kaempfen. Ihr seid so armselig!,331,1211,61329,"Berlin, Deutschland",26,2019,9,36,25,104,NA,#SPD|#CDU|#FDP|#NPD|#AfD,NA,negative,AfD,122,125
Beatrix_vStorch15688137601,Beatrix_vStorch,TRUE,2019-09-18T13:36:00Z,"Nachdem Luisa Neubauer die Welt per Flugzeug bereist hat, haelt sie jetzt die Blockade von Flughaefen Bruecken fuer legitim. Von der Doppelmoral zur Oeko-Kriminalitaet ist es bei Fridaysfor Future offenbar nur ein Schritt.Langstrecken Luisa allesfuersklima Klimahysterie","Nachdem Luisa Neubauer die Welt per Flugzeug bereist hat, haelt sie jetzt die Blockade von Flughaefen Bruecken fuer legitim. Von der Doppelmoral zur Oeko-Kriminalitaet ist es bei Fridaysfor Future offenbar nur ein Schritt.Langstrecken Luisa allesfuersklima",425,1522,61329,"Berlin, Deutschland",35,2019,9,38,25,106,NA,#Neubauer|#FridaysforFuture|#LangstreckenLuisa|#allesfuersklima,NA,negative,Klimahysterie,257,270
Beatrix_vStorch15702610201,Beatrix_vStorch,TRUE,2019-10-05T07:37:00Z,"Das ist Noetigung, gefaehrlicher Eingriff in den Strassenverkehr. Das trifft den ganz normalen Buerger, der zur Arbeit muss. Extinction Rebellion fuehrt Krieg gegen die arbeitende Bevoelkerung. Das ist ein Angriff auf den Rechtsstaat. ExtinctionRebellion","Das ist Noetigung, gefaehrlicher Eingriff in den Strassenverkehr. Das trifft den ganz normalen Buerger, der zur Arbeit muss. Extinction Rebellion fuehrt Krieg gegen die arbeitende Bevoelkerung. Das ist ein Angriff auf den Rechtsstaat.",493,1708,59829,"Berlin, Deutschland",34,2019,10,40,26,108,NA,#Extinction|#Rechtsstaat,NA,negative,ExtinctionRebellion,235,254
Beatrix_vStorch15702643801,Beatrix_vStorch,TRUE,2019-10-05T08:33:00Z,Ein Islamist im Herzen d frz Sicherheitsbehoerden im Kampf gegen Islamisten? frz Regierung deckt ihn? u dann mordet er 4 Polizisten? Und jetzt will Macron das vertuschen? An Euren Haenden klebt Blut! Ihr mordet mit! Unmoeglich in ? Ich fuerchte: nein. Islam,Ein Islamist im Herzen d frz Sicherheitsbehoerden im Kampf gegen Islamisten? frz Regierung deckt ihn? u dann mordet er 4 Polizisten? Und jetzt will Macron das vertuschen? An Euren Haenden klebt Blut! Ihr mordet mit! Unmoeglich in ? Ich fuerchte: nein.,467,1251,61329,"Berlin, Deutschland",42,2019,10,40,26,108,🇩🇪,#Macron,NA,negative,Islam,4,9
Beatrix_vStorch15704391601,Beatrix_vStorch,TRUE,2019-10-07T09:06:00Z,Vor Ort unter Linken... Ich wollte mir diese Weltuntergangssekte mal aus der Naehe ansehen... Sie bekaempfen offen Demokratie und Industrialisierung. Extinction Rebellion Endzeitsekte Verfassungsfeinde Demokratiefeinde Klimaschutzgesetz Berlin ExtinctionRebellion,Vor Ort unter Linken... Ich wollte mir diese Weltuntergangssekte mal aus der Naehe ansehen... Sie bekaempfen offen Demokratie und Industrialisierung. Extinction Rebellion Endzeitsekte Verfassungsfeinde Demokratiefeinde Klimaschutzgesetz Berlin,396,1527,61329,"Berlin, Deutschland",27,2019,10,41,26,109,NA,#ExtinctionRebellion|#Endzeitsekte|#Verfassungsfeinde|#Demokratiefeinde|#Klimaschutzgesetz|#Berlin,NA,negative,ExtinctionRebellion,244,263
Beatrix_vStorch15721944001,Beatrix_vStorch,TRUE,2019-10-27T16:40:00Z,Herzliche Glueckwunsch nach Thueringen: Die AfD holt den 3. grossen Wahlerfolg 2019. Osten ist Hochburg mit einer treuen Waehlerschaft von klar ueber 20 . Ohne AfD gibt es im Osten keine stabilen Mehrheiten. Jetzt Koalition: Linke und CDU? Go for it! Thueringenwahl ltwth19 Kommunalpolitik,Herzliche Glueckwunsch nach Thueringen: Die AfD holt den 3. grossen Wahlerfolg 2019. Osten ist Hochburg mit einer treuen Waehlerschaft von klar ueber 20 . Ohne AfD gibt es im Osten keine stabilen Mehrheiten. Jetzt Koalition: Linke und CDU? Go for it! Thueringenwahl ltwth19,252,1424,59829,"Berlin, Deutschland",43,2019,10,43,26,111,😂,#AfD|#Osten|#Linke|#CDU|#Thueringenwahl|#ltwth19,NA,positive,Kommunalpolitik,274,289
Beatrix_vStorch15726783001,Beatrix_vStorch,TRUE,2019-11-02T07:05:00Z,"Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung aechten, ausgrenzen, klein halten (?)... der Phantasie den freien Lauf. Da faellt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was fuer eine erbaermliche Figur. Linksextremismus","Dieser Nazi schreibt beim Spiegel. Er will Menschen wegen ihrer Meinung aechten, ausgrenzen, klein halten (?)... der Phantasie den freien Lauf. Da faellt dem geneigten Linksfaschisten schon was ein. Man fasst es einfach nicht. Was fuer eine erbaermliche Figur.",563,2029,59829,"Berlin, Deutschland",39,2019,11,44,27,112,NA,NA,NA,negative,Linksextremismus,261,277
Beatrix_vStorch15742561201,Beatrix_vStorch,TRUE,2019-11-20T13:22:00Z,"Die Klimanazis von Extinction Rebellion lassen die Maske fallen: Die wollen die Demokratie abschaffen und relativieren den Holocaust. Wo bleibt der Verfassungsschutz, Demokratie leben und Unvereinbarkeitsbeschluss der Gruenen? ExtinctionRebellion","Die Klimanazis von Extinction Rebellion lassen die Maske fallen: Die wollen die Demokratie abschaffen und relativieren den Holocaust. Wo bleibt der Verfassungsschutz, Demokratie leben und Unvereinbarkeitsbeschluss der Gruenen?",280,915,61329,"Berlin, Deutschland",28,2019,11,47,27,115,NA,#ExtinctionRebellion|#Verfassungsschutz|#Gruenen,NA,negative,ExtinctionRebellion,227,246
Beatrix_vStorch15790920601,Beatrix_vStorch,TRUE,2020-01-15T12:41:00Z,"Klar- Klimahysterie ist das schon lange nicht mehr. Die brauchen Hilfe. Aerztliche. Und wie gut, dass hier niemand Aengste schuert. Langstrecken Luisa FFF Klimaklage Klimakrise Klimahysterie","Klar- Klimahysterie ist das schon lange nicht mehr. Die brauchen Hilfe. Aerztliche. Und wie gut, dass hier niemand Aengste schuert. Langstrecken Luisa FFF Klimaklage Klimakrise",107,508,61329,"Berlin, Deutschland",26,2020,1,3,29,124,NA,#Klimahysterie|#LangstreckenLuisa|#FFF|#Klimaklage|#Klimakrise,NA,negative,Klimahysterie,6,19
Beatrix_vStorch15816771601,Beatrix_vStorch,TRUE,2020-02-14T10:46:00Z,"Wer verroht hier die Sprache? Krebsgeschwuer (Elmar Brok), Giftiger Abschaum (Marco Wanderwitz), Gesindel (Merz). Das ist die Sprache der angeblich buergerlichen CDU in der Auseinandersetzung mit WU und AfD. Die Heuchler zeigen ihr wahres Gesicht. Hass Hetze AfD","Wer verroht hier die Sprache? Krebsgeschwuer (Elmar Brok), Giftiger Abschaum (Marco Wanderwitz), Gesindel (Merz). Das ist die Sprache der angeblich buergerlichen CDU in der Auseinandersetzung mit WU und AfD. Die Heuchler zeigen ihr wahres Gesicht. Hass Hetze",643,2155,61329,"Berlin, Deutschland",37,2020,2,7,30,128,NA,#Brok|#Wanderwitz|#Merz|#WU|#AfD|#Hass|#Hetze,NA,negative,AfD,203,206
Beatrix_vStorch15839336401,Beatrix_vStorch,TRUE,2020-03-11T13:34:00Z,"Erdogan kerkert politische Gegner ein, fuehrt einen Vernichtungskrieg gegen die Kurden, treibt Migranten auf die EU-Grenze, diffamiert Griechenland und verharmlost die Naziverbrechen. Wo bleibt die klare Kante gegen diese Aggression? Istandwithgreece Tuerkei","Erdogan kerkert politische Gegner ein, fuehrt einen Vernichtungskrieg gegen die Kurden, treibt Migranten auf die EU-Grenze, diffamiert Griechenland und verharmlost die Naziverbrechen. Wo bleibt die klare Kante gegen diese Aggression? Istandwithgreece",359,1320,61329,"Berlin, Deutschland",32,2020,3,11,31,132,NA,#Erdogan|#Kurden|#Griechenland|#Istandwithgreece,NA,negative,Tuerkei,251,258
Beatrix_vStorch15844573801,Beatrix_vStorch,TRUE,2020-03-17T15:03:00Z,"Fluechtlinge: Menschen, die Hilfe suchen und dankbar dafuer sind? Fehlanzeige. Was sind das fuer Leute, die die notwendige Quarantaene missachten und die Polizei angreifen. Helfen sollten wir in der Welt den Armen Schwachen und nicht den Gewalttaetigen. Suhl Migrantenkriminalitaet","Fluechtlinge: Menschen, die Hilfe suchen und dankbar dafuer sind? Fehlanzeige. Was sind das fuer Leute, die die notwendige Quarantaene missachten und die Polizei angreifen. Helfen sollten wir in der Welt den Armen Schwachen und nicht den Gewalttaetigen. Suhl",324,1159,59829,"Berlin, Deutschland",41,2020,3,12,31,133,NA,#Suhl,NA,negative,Migrantenkriminalitaet,259,281
Beatrix_vStorch15854978401,Beatrix_vStorch,TRUE,2020-03-29T16:04:00Z,"wurde mit dem Versprechen in den Euro gelockt, dass es niemals fuer Schulden anderer -Laender haften muesse. Dieses Versprechen waere spaetestens mit Coronabond|s endgueltig gebrochen. Daher Nein zu diesem Schuldenvergemeinschaftungs-Instrument. Covid_19 Schuldenunion","wurde mit dem Versprechen in den Euro gelockt, dass es niemals fuer Schulden anderer -Laender haften muesse. Dieses Versprechen waere spaetestens mit Coronabond|s endgueltig gebrochen. Daher Nein zu diesem Schuldenvergemeinschaftungs-Instrument. Covid_19",438,1561,61329,"Berlin, Deutschland",36,2020,3,13,31,134,🇩🇪,#Coronabond|#Covid,NA,negative,Schuldenunion,255,268
Beatrix_vStorch15862634401,Beatrix_vStorch,TRUE,2020-04-07T12:44:00Z,"hat 190 Professuren fuer Pharmazie, aber 200 fuer Gender Studies?! DIE koennen alle weg. Wir brauchen Apotheker und Lastkraftfahrer, aber niemanden, der ueber das Geschlecht von Buecherregalen philosophiert. Pharmaziestatt Gender Studies! nurdie Af D COVID2019de Genderdebatte","hat 190 Professuren fuer Pharmazie, aber 200 fuer Gender Studies?! DIE koennen alle weg. Wir brauchen Apotheker und Lastkraftfahrer, aber niemanden, der ueber das Geschlecht von Buecherregalen philosophiert. Pharmaziestatt Gender Studies! nurdie Af D COVID2019de",609,2441,61329,"Berlin, Deutschland",33,2020,4,15,32,136,🇩🇪,#PharmaziestattGenderStudies|#nurdieAfD|#COVID2019de,NA,negative,Genderdebatte,263,276
Beatrix_vStorch15886604401,Beatrix_vStorch,TRUE,2020-05-05T06:34:00Z,"Die EZB ist zur Gelddruckmaschine der Schulden-Staaten verkommen und operiert im geldpolitischen Nirwana. Das Bundesverfassungsgericht musste dem jetzt eine Grenze setzen, alles andere haette der Glaubwuerdigkeit des BVer G noch (!) schwereren Schaden zugefuegt. Karlsruhe EZB","Die EZB ist zur Gelddruckmaschine der Schulden-Staaten verkommen und operiert im geldpolitischen Nirwana. Das Bundesverfassungsgericht musste dem jetzt eine Grenze setzen, alles andere haette der Glaubwuerdigkeit des BVer G noch (!) schwereren Schaden zugefuegt. Karlsruhe",106,378,61329,"Berlin, Deutschland",34,2020,5,19,33,140,NA,#EZB|#Bundesverfassungsgericht|#BVerG|#Karlsruhe,NA,negative,EZB,4,7
Beatrix_vStorch15917727001,Beatrix_vStorch,TRUE,2020-06-10T07:05:00Z,"Zahl der Mittelmeermigranten in hat sich trotz Corona-Beschraenkungen in den ersten fuenf Monaten 2020 zum Vorjahr fast verdreifacht. Sie stammen aus Bangladesch, Tunesien oder der Elfenbeinkueste. Geheimdienst warnt: 20.000 weitere warten in Libyen. Die Welle rollt weiter. AfD Zuwanderung","Zahl der Mittelmeermigranten in hat sich trotz Corona-Beschraenkungen in den ersten fuenf Monaten 2020 zum Vorjahr fast verdreifacht. Sie stammen aus Bangladesch, Tunesien oder der Elfenbeinkueste. Geheimdienst warnt: 20.000 weitere warten in Libyen. Die Welle rollt weiter. AfD",365,1049,61329,"Berlin, Deutschland",40,2020,6,24,34,145,🇮🇹,#Corona|#AfD,NA,negative,Zuwanderung,279,290
Beatrix_vStorch15951536401,Beatrix_vStorch,TRUE,2020-07-19T10:14:00Z,"Die partyundeventszene in Frankfurt aehnelt also der von Stuttgart: hoher Migrationsanteil, betrunken und hoch aggressiv. Aber hey! Dass mir jetzt keiner sagt, wir haben ein Problem mit Migranten. Wann Wacht Dieses Volk Endlich Auf Migrantenkriminalitaet","Die partyundeventszene in Frankfurt aehnelt also der von Stuttgart: hoher Migrationsanteil, betrunken und hoch aggressiv. Aber hey! Dass mir jetzt keiner sagt, wir haben ein Problem mit Migranten. Wann Wacht Dieses Volk Endlich Auf",459,2123,61329,"Berlin, Deutschland",29,2020,7,29,35,150,NA,#partyundeventszene|#Frankfurt|#Stuttgart|#WannWachtDiesesVolkEndlichAuf,NA,negative,Migrantenkriminalitaet,232,254
Beatrix_vStorch15985309801,Beatrix_vStorch,TRUE,2020-08-27T12:23:00Z,Nanu? Genderneutrale Berlinale-Preise sind dann auch wieder frauenfeindlich? Wieder keine Gender- und Diversitaetsgerechtigkeit? Was genau wollt ihr denn? Fragen ueber Fragen. Einfach nur noch irre... Gender Gaga kannweg Genderdebatte,Nanu? Genderneutrale Berlinale-Preise sind dann auch wieder frauenfeindlich? Wieder keine Gender- und Diversitaetsgerechtigkeit? Was genau wollt ihr denn? Fragen ueber Fragen. Einfach nur noch irre... Gender Gaga kannweg,44,241,61329,"Berlin, Deutschland",28,2020,8,35,36,156,NA,#Genderneutrale|#Berlinale|#GenderGaga|#kannweg,NA,negative,Genderdebatte,221,234
Beatrix_vStorch15994588801,Beatrix_vStorch,TRUE,2020-09-07T06:08:00Z,"Der BER ist pleite wenn der Steuerzahler nicht mal wieder hunderte Millionen EUR nachschiesst. SPD, CDU, Gruene und die LINKE heissen die Parteien, die dieses Debakel zu verantworten haben. Servicetweet Privat Statt Staat Rot Rot Gruenmussweg Tegel Bleibt BER","Der BER ist pleite wenn der Steuerzahler nicht mal wieder hunderte Millionen EUR nachschiesst. SPD, CDU, Gruene und die LINKE heissen die Parteien, die dieses Debakel zu verantworten haben. Servicetweet Privat Statt Staat Rot Rot Gruenmussweg Tegel Bleibt",172,634,61329,"Berlin, Deutschland",34,2020,9,36,37,157,NA,#BER|#SPD|#CDU|#Gruene|#LINKE|#Servicetweet|#PrivatStattStaat|#RotRotGruenmussweg|#TegelBleibt,NA,negative,BER,4,7
Beatrix_vStorch16001680201,Beatrix_vStorch,TRUE,2020-09-15T11:07:00Z,"Laut der griechischen Polizei sind die fuenf mutmasslichen Brandstifter von Moria Afghanen, deren Asylantraege abgelehnt worden waren. Eine sofortige Abschiebung haette also auch diese Tragoedie verhindert. Die europ. Loesung kann nur Festung Europa heissen. Migrantenkriminalitaet","Laut der griechischen Polizei sind die fuenf mutmasslichen Brandstifter von Moria Afghanen, deren Asylantraege abgelehnt worden waren. Eine sofortige Abschiebung haette also auch diese Tragoedie verhindert. Die europ. Loesung kann nur Festung Europa heissen.",275,1004,61329,"Berlin, Deutschland",34,2020,9,38,37,159,NA,#Brandstifter|#Moria|#FestungEuropa,NA,negative,Migrantenkriminalitaet,259,281
Beatrix_vStorch16010223601,Beatrix_vStorch,TRUE,2020-09-25T08:26:00Z,"DAS werden wir bekaempfen!Das ist nicht bunt u tolerant. Das ist Unterwerfung u dumm.Wenn in Riad zur Einschulung unter Glockengelaeut Grosser Gott wir loben Dich gesungen wird,koennen wir darueber noch mal reden.Sonst nicht Unser Land Unsere Werte Islamisierung Stoppen Tuttlingen Islam","DAS werden wir bekaempfen!Das ist nicht bunt u tolerant. Das ist Unterwerfung u dumm.Wenn in Riad zur Einschulung unter Glockengelaeut Grosser Gott wir loben Dich gesungen wird,koennen wir darueber noch mal reden.Sonst nicht Unser Land Unsere Werte Islamisierung Stoppen Tuttlingen",463,1613,61329,"Berlin, Deutschland",40,2020,9,39,37,160,NA,#UnserLand|#UnsereWerte|#IslamisierungStoppen|#Tuttlingen,NA,negative,Islam,249,254
Beatrix_vStorch16022258401,Beatrix_vStorch,TRUE,2020-10-09T06:44:00Z,"Das Linksextremisten-Zentrum Liebig34 wird geraeumt. Endlich! Das ist ein Sieg fuer den Rechtsstaat. Ganz Berlin dankt der Polizei. Das kann aber nur der Anfang sein, um den ganzen linksextremen Sumpf trocken zu legen. Von der rigaerstrasse bis Connewitz Linksextremismus","Das Linksextremisten-Zentrum Liebig34 wird geraeumt. Endlich! Das ist ein Sieg fuer den Rechtsstaat. Ganz Berlin dankt der Polizei. Das kann aber nur der Anfang sein, um den ganzen linksextremen Sumpf trocken zu legen. Von der rigaerstrasse bis Connewitz",134,684,61329,"Berlin, Deutschland",39,2020,10,41,38,162,NA,#Liebig34|#rigaerstrasse|#Connewitz,NA,positive,Linksextremismus,255,271
Beatrix_vStorch16025927401,Beatrix_vStorch,TRUE,2020-10-13T12:39:00Z,"Die Gruenen wollen Frauenquote UND freie Selbstbestimmung des Geschlechts. Das zwang mich zur der Frage: gilt die Frauenquote dann auch fuer Maenner, die sich selbst zur Frau erklaert haben? Die Antwort von nicht verpassen! siehe Video im Link Genderdebatte","Die Gruenen wollen Frauenquote UND freie Selbstbestimmung des Geschlechts. Das zwang mich zur der Frage: gilt die Frauenquote dann auch fuer Maenner, die sich selbst zur Frau erklaert haben? Die Antwort von nicht verpassen! siehe Video im Link",474,1530,61329,"Berlin, Deutschland",44,2020,10,42,38,163,😂|👊|😇,#Frauenquote,@BriHasselmann,negative,Genderdebatte,244,257
Beatrix_vStorch16034461801,Beatrix_vStorch,TRUE,2020-10-23T09:43:00Z,Nach Thueringen jetzt also auch hoechstrichterlich in Brandenburg: Die Paritaet und damit die Geschlechterapartheid ist tot und das ist auch gut so. Der Staendestaat kannte Gruppenrechte. Das haben wir heute ueberwunden. Gott sei Dank! Frauenquote ist Mittelalter. Meine Rede dazu: Gleichberechtigung,Nach Thueringen jetzt also auch hoechstrichterlich in Brandenburg: Die Paritaet und damit die Geschlechterapartheid ist tot und das ist auch gut so. Der Staendestaat kannte Gruppenrechte. Das haben wir heute ueberwunden. Gott sei Dank! Frauenquote ist Mittelalter. Meine Rede dazu:,151,717,59829,"Berlin, Deutschland",41,2020,10,43,38,164,NA,#Brandenburg|#Paritaet|#Geschlechterapartheid,NA,positive,Gleichberechtigung,282,300
Beatrix_vStorch16039630801,Beatrix_vStorch,TRUE,2020-10-29T09:18:00Z,Der Allahu Akbar-schreiende Islamist enthauptete in der Basilika Notre-Dame eine 70-jaehrige Frau. Weiterer Mann soll durch Stiche ins Genick getoetet worden sein. Der Buergermeister von Nizza nennt das zurecht Islamo-Faschismus. Nicht verharmlosen: Das hat mit dem Islam zu tun Islam,Der Allahu Akbar-schreiende Islamist enthauptete in der Basilika Notre-Dame eine 70-jaehrige Frau. Weiterer Mann soll durch Stiche ins Genick getoetet worden sein. Der Buergermeister von Nizza nennt das zurecht Islamo-Faschismus. Nicht verharmlosen: Das hat mit dem Islam zu tun,155,602,61329,"Berlin, Deutschland",41,2020,10,44,38,165,NA,#Nizza,NA,negative,Islam,28,33
Beatrix_vStorch16049988601,Beatrix_vStorch,TRUE,2020-11-10T09:01:00Z,"Soso, laut CDU/CSU-BMI findet bei DITIB ein Generationswechsel statt. Wer von den juengeren Funktionstraegern hat denn mal oeffentlich Erdogan kritisiert? Distanziert sich vom politischen Islam? Verteidigt Israels Existenzrecht? Farce Islamkonferenz DITIB","Soso, laut CDU/CSU-BMI findet bei DITIB ein Generationswechsel statt. Wer von den juengeren Funktionstraegern hat denn mal oeffentlich Erdogan kritisiert? Distanziert sich vom politischen Islam? Verteidigt Israels Existenzrecht? Farce Islamkonferenz",74,314,61329,"Berlin, Deutschland",32,2020,11,46,39,167,NA,#DITIB|#Farce|#Islamkonferenz,NA,negative,DITIB,34,39
Beatrix_vStorch16057024801,Beatrix_vStorch,TRUE,2020-11-18T12:28:00Z,"Diese Verlogenheit ist unertraeglich: SO sieht es bei der Abstimmung aus, wenn die Abgeordneten Abstandsregeln und noch viel mehr gesetzlich verankern: Abstandsregeln interessieren hier NIEMANDEN Die gelten nur fuer alle anderen. Bevoelkerungsschutzgesetz Covid_19 Coronamassnahmen","Diese Verlogenheit ist unertraeglich: SO sieht es bei der Abstimmung aus, wenn die Abgeordneten Abstandsregeln und noch viel mehr gesetzlich verankern: Abstandsregeln interessieren hier NIEMANDEN Die gelten nur fuer alle anderen. Bevoelkerungsschutzgesetz Covid_19",513,1385,61329,"Berlin, Deutschland",34,2020,11,47,39,168,NA,#NIEMANDEN|#Bevoelkerungsschutzgesetz|#Covid,NA,negative,Coronamassnahmen,265,281
Beatrix_vStorch16098406201,Beatrix_vStorch,TRUE,2021-01-05T09:57:00Z,"Man fuehlt sich wie in einem riesigen Milgram-Experiment. Wie weit kann der Staat gehen, bis Buerger und Beamte dessen absolute Autoritaet, Macht derzeitige Massnahmen kritisch hinterfragen? Anscheinend sehr weit. COVID19 lockdown Rodeln Statt Drogendealer Coronamassnahmen","Man fuehlt sich wie in einem riesigen Milgram-Experiment. Wie weit kann der Staat gehen, bis Buerger und Beamte dessen absolute Autoritaet, Macht derzeitige Massnahmen kritisch hinterfragen? Anscheinend sehr weit. COVID19 lockdown Rodeln Statt Drogendealer",161,584,61329,"Berlin, Deutschland",35,2021,1,1,41,175,NA,#COVID19|#lockdown|#RodelnStattDrogendealer,NA,negative,Coronamassnahmen,257,273
BetMueller15755427001,BetMueller,TRUE,2019-12-05T10:45:00Z,Heute ist Welttag des Ehrenamt Ehrenamtliche machen die Welt etwas besser und menschlicher. Zahllose Buergerinnen und Buerger in meinem Wahlkreis und darueber hinaus uebernehmen taeglich freiwillig Verantwortung in unserer Gesellschaft. Danke Wertschaetzung dubistnichtallein Ehrenamt,Heute ist Welttag des Ehrenamt Ehrenamtliche machen die Welt etwas besser und menschlicher. Zahllose Buergerinnen und Buerger in meinem Wahlkreis und darueber hinaus uebernehmen taeglich freiwillig Verantwortung in unserer Gesellschaft. Danke Wertschaetzung dubistnichtallein,2,17,2874,NA,34,2019,12,49,28,117,NA,#Welttag|#Ehrenamt|#Ehrenamtliche|#Welt|#Wahlkreis|#freiwillig|#Verantwortung|#Gesellschaft|#Danke|#Wertschaetzung|#dubistnichtallein,NA,positive,Ehrenamt,22,30
BetMueller15850438801,BetMueller,TRUE,2020-03-24T09:58:00Z,"Die Corona-Pandemie ist eine absolute Ausnahmesituation und wir meistern sie nur, weil tausende Leistungstraeger gerade alles dafuer geben, unser gesellschaftliches Leben am laufen zu halten. Vielen Dank fuer euren Einsatz! Coronaeinsatz","Die Corona-Pandemie ist eine absolute Ausnahmesituation und wir meistern sie nur, weil tausende Leistungstraeger gerade alles dafuer geben, unser gesellschaftliches Leben am laufen zu halten. Vielen Dank fuer euren Einsatz!",0,1,2874,NA,31,2020,3,13,31,134,NA,#Corona|#Leistungstraeger,NA,positive,Coronaeinsatz,224,237
BetMueller15971356201,BetMueller,TRUE,2020-08-11T08:47:00Z,"Super! Ich bin ueberzeugt: mit Erfahrung und Besonnenheit, einem mutigen, progressiven Regierungsprogramm und einer geschlossenen werden wir deutlich besser abschneiden, als viele uns das derzeit zutrauen. Freue mich auf den Wahlkampf 2021!Kanzlerkandidat Parteipolitik","Super! Ich bin ueberzeugt: mit Erfahrung und Besonnenheit, einem mutigen, progressiven Regierungsprogramm und einer geschlossenen werden wir deutlich besser abschneiden, als viele uns das derzeit zutrauen. Freue mich auf den Wahlkampf 2021!Kanzlerkandidat",4,34,2874,NA,38,2020,8,33,36,154,💪|🌹,#Kanzlerkandidat,@OlafScholz|@spdde,positive,Parteipolitik,256,269
BetMueller16091526601,BetMueller,TRUE,2020-12-28T10:51:00Z,"Ich lasse mich impfen, um selbst besser geschuetzt zu sein und um meinen Beitrag zur Bekaempung der Pandemie zu leisten, sagt Susanne Schaab. Auch die Buergermeisterin von Schotten unterstuetzt meinen Aufruf. Vielen Dank! Corona Coronaimpfung","Ich lasse mich impfen, um selbst besser geschuetzt zu sein und um meinen Beitrag zur Bekaempung der Pandemie zu leisten, sagt Susanne Schaab. Auch die Buergermeisterin von Schotten unterstuetzt meinen Aufruf. Vielen Dank! Corona",0,2,2874,NA,35,2020,12,52,40,173,NA,#impfen|#Schaab|#Schotten|#Corona,NA,positive,Coronaimpfung,229,242
BriHasselmann15354295801,BriHasselmann,TRUE,2018-08-28T04:13:00Z,Was fuer ein Trauerspiel u.Versagen dieser Landesregierung in Sachsen! Wo bleibt der leidenschaftliche Einsatz u.die Verteidigung unserer Demokratie u. Rechtsstaat Gemeinsam einstehen fuer Dasandere Sachsen c2708 Sachsen,Was fuer ein Trauerspiel u.Versagen dieser Landesregierung in Sachsen! Wo bleibt der leidenschaftliche Einsatz u.die Verteidigung unserer Demokratie u. Rechtsstaat Gemeinsam einstehen fuer Dasandere Sachsen c2708,35,95,20299,Bielefeld/Berlin,29,2018,8,35,12,50,NA,#Sachsen|#Demokratie|#Rechtsstaat|#DasandereSachsen|#c2708,@MPKretschmer|@cdusachsen|@SPDSachsen?,negative,Sachsen,62,69
BriHasselmann15372854401,BriHasselmann,TRUE,2018-09-18T15:44:00Z,Was fuer ein Theater Union und SPD die letzten Tage veranstaltet haben. Jetzt soll Maassen fuer sein Fehlverhalten auch noch mit dem Posten des Staatssekretaers im BMI belohnt werden. Man kanns nicht glauben. Union und SPD scheinen jedes politische Gespuer verloren zu haben Maassen,Was fuer ein Theater Union und SPD die letzten Tage veranstaltet haben. Jetzt soll Maassen fuer sein Fehlverhalten auch noch mit dem Posten des Staatssekretaers im BMI belohnt werden. Man kanns nicht glauben. Union und SPD scheinen jedes politische Gespuer verloren zu haben,22,145,20299,Bielefeld/Berlin,43,2018,9,38,13,53,NA,#Maassen|#BMI,NA,negative,Maassen,83,90
BriHasselmann15394132801,BriHasselmann,TRUE,2018-10-13T06:48:00Z,"NICHTS ANDERS ALS HOMOPHOBIE IST, WAS SIE HIER VORTRAGEN! Widerlich, was die AFD-Typen am Donnerstag bei Ehefuer Alle im Bundestag von sich gegeben haben. Wir setzen ein klares Zeichen fuer Solidaritaet und gegen Ausgrenzung unteilbar wirsindmehr LGBTIQ","NICHTS ANDERS ALS HOMOPHOBIE IST, WAS SIE HIER VORTRAGEN! Widerlich, was die AFD-Typen am Donnerstag bei Ehefuer Alle im Bundestag von sich gegeben haben. Wir setzen ein klares Zeichen fuer Solidaritaet und gegen Ausgrenzung unteilbar wirsindmehr",16,73,20299,Bielefeld/Berlin,36,2018,10,41,14,56,NA,#AFD|#EhefuerAlle|#unteilbar|#wirsindmehr,NA,negative,LGBTIQ,247,253
